No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
267,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003759.19-250331.0</a>",9.496917,-25.058194,G,17765.101476,0.059258,SUN,4,,34,7,3,2,,,1,1,
268,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J144305.32+611838.6</a>",220.772155,61.310718,G,14372.740859,0.047942,SLS,24,,70,10,6,10,,,1,1,1
269,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J144308.21+611914.7</a>",220.784228,61.320694,G,14863.615333,0.049580,SLS,26,,71,10,8,10,,,,1,1
270,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223221.85-252546.0</a>",338.091083,-25.429472,G,9641.025657,0.032159,SLS,6,,34,7,4,2,,,,1,1
271,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223213.90-252712.2</a>",338.057875,-25.453361,G,18617.111642,0.062100,SUN,6,,34,8,5,2,,,,1,1
272,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234419.13-260102.9</a>",356.079958,-26.017306,G,19442.140486,0.064852,SLS,8,,34,8,5,2,,,,1,2
273,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014733.39-301542.2</a>",26.889083,-30.261806,G,12831.117202,0.042800,SUN,6,,34,7,3,2,,,,1,1
274,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J031010.32-350030.3</a>",47.543167,-35.008444,G,,,,3,,33,5,,2,,,,1,
275,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">KUG 0046-185</a>",12.279250,-18.286639,G,18073.887708,0.060288,PUN,3,,38,7,1,2,,,,1,
276,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113645.53+214236.1</a>",174.189699,21.710078,G,7589.000000,0.025314,SLS,28,,51,16,15,6,,,,1,2
277,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">VV 676 NED02</a>",195.729207,5.520759,G,20733.946188,0.069161,SUN,9,,48,8,6,6,,,,1,
278,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">VV 676 NED03</a>",195.733997,5.512027,G,20753.432698,0.069226,SUN,20,,56,8,7,8,,,,,1
279,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">VV 676 NED04</a>",195.735243,5.517241,G,20772.319622,0.069289,SUN,11,,34,8,8,6,,,,1,
280,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">MCXC J1749.8+6823</a>",267.450417,68.390278,GClstr,15229.456687,0.050800,SUN,9,,1,2,2,,1,,,,
281,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002515.53-603719.9</a>",6.314875,-60.622194,G,21418.672162,0.071445,PUN,2,,34,7,1,2,,,,1,
282,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002500.51-603721.1</a>",6.251921,-60.622540,G,,,,1,,19,4,,,,,,,
283,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002516.34-603817.6</a>",6.317897,-60.638435,G,,,,1,,25,5,,,,,,,
284,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002515.14-603700.2</a>",6.312987,-60.616905,G,,,,1,,19,4,,,,,,,
285,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002521.34-603822.4</a>",6.338755,-60.639807,G,,,,1,,19,4,,,,,,,
286,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002505.94-603823.4</a>",6.274917,-60.639750,G,9381.105596,0.031292,SLS,3,,36,8,3,2,,,,1,1
287,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022811.23-610350.8</a>",37.046957,-61.064167,G,,,,2,,19,4,,,,,,,
288,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022805.17-610325.4</a>",37.021722,-61.057315,G,,,,1,,24,5,,,,,,,
289,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022800.72-610309.9</a>",37.004071,-61.052763,G,,,,1,,19,4,,,,,,,
290,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J022807.26-610334.1</a>",37.030549,-61.059508,G,,,,1,,7,3,,,,,,,
291,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220830.86-571803.8</a>",332.128667,-57.301500,G,10252.902064,0.034200,SUN,1,,23,6,2,,,,,,1
292,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J215050.44-614439.3</a>",327.710042,-61.744250,G,17173.311164,0.057284,PUN,3,,36,7,1,2,,,,1,
293,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222219.90-611740.5</a>",335.583036,-61.294617,G,,,,2,,25,5,,,,,,,
294,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222224.64-611553.4</a>",335.602652,-61.264827,G,,,,2,,19,4,,,,,,,
295,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220829.09-571640.0</a>",332.121613,-57.277748,G,,,,1,,19,4,,,,,,,
296,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J215050.11-614328.9</a>",327.709136,-61.724701,G,,,,1,,19,4,,,,,,,
297,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J215047.85-614348.4</a>",327.699444,-61.730366,G,,,,1,,19,4,,,,,,,
298,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220831.70-571658.6</a>",332.132210,-57.283057,G,,,,1,,19,4,,,,,,,
299,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223317.02-605533.4</a>",338.320667,-60.925917,G,16434.022963,0.054818,SLS,5,,40,8,4,2,,,,7,1
300,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223309.00-605530.5</a>",338.287292,-60.925139,G,,,,3,,31,7,,,,,,6,
301,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223314.49-605543.2</a>",338.310292,-60.928750,G,,,,4,,29,7,,,,,,6,
302,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J01421996-5425466</a>",25.582425,-54.430509,G,,,,1,,12,4,,,,,,,
303,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J011245.38+142302.7</a>",18.189096,14.384111,G,28321.588372,0.094471,SLS,16,,58,9,7,6,,,,1,1
304,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J011247.04+142139.1</a>",18.195974,14.360854,G,16976.232998,0.056627,SLS,18,,73,10,7,10,,,,1,1
305,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J13130261+1241519</a>",198.260782,12.697738,G,18135.935753,0.060495,SLS,22,,56,7,6,10,,,,1,1
306,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">IC 3734</a>",191.288685,23.039059,G,6798.000000,0.022676,SLS,24,,42,10,7,6,1,,,1,
307,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225541.80-553627.5</a>",343.924208,-55.607667,G,,,,1,,30,5,,2,,,,1,
308,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225551.37-553654.4</a>",343.964090,-55.615030,G,,,,1,,19,4,,,,,,,
309,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225602.23-553628.3</a>",344.009372,-55.607662,G,,,,2,,22,4,,,,,,,1
310,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235502.69-500247.5</a>",358.761250,-50.046583,G,21359.912840,0.071249,PUN,2,,34,7,1,2,,,,1,
311,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001654.02-510506.1</a>",4.225042,-51.085000,G,,,,2,,29,5,,2,,,,1,
312,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235502.10-500350.9</a>",358.758650,-50.063927,G,,,,1,,19,4,,,,,,,
313,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001659.72-510220.1</a>",4.248850,-51.038924,G,,,,1,,25,5,,,,,,,
314,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235506.81-500347.7</a>",358.778492,-50.063202,G,,,,1,,19,4,,,,,,,
315,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001704.12-510354.0</a>",4.267051,-51.064958,G,,,,1,,19,4,,,,,,,
316,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001708.24-510243.6</a>",4.284256,-51.045297,G,,,,1,,19,4,,,,,,,
317,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235506.62-500441.8</a>",358.777212,-50.078091,G,,,,1,,19,4,,,,,,,
318,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SARS 015.54625-51.28958</a>",16.092875,-51.021111,G,18787.093965,0.062667,SLS,5,,34,7,5,2,,,,1,1
319,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SARS 015.56850-51.27336</a>",16.115167,-51.004944,G,36166.062756,0.120637,SLS,3,,34,6,2,2,,,,1,
320,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010418.88-510111.8</a>",16.078397,-51.020041,G,,,,1,,19,4,,,,,,,
321,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033303.97-473940.9</a>",53.266292,-47.661028,G,21946.906473,0.073207,PUN,3,,34,7,1,2,,,,1,
322,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033811.85-472308.1</a>",54.549200,-47.385734,G,,,,1,,19,4,,,,,,,
323,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033805.38-472421.3</a>",54.522292,-47.406000,G,,,,1,,34,6,,2,,,,1,
324,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033303.04-474025.7</a>",53.262626,-47.673969,G,,,,1,,19,4,,,,,,,
325,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033810.83-472440.3</a>",54.544950,-47.411301,G,,,,1,,19,4,,,,,,,
326,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034032.61-483733.0</a>",55.135703,-48.626058,G,,,,1,,19,4,,,,,,,
327,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033300.90-473956.7</a>",53.253765,-47.665907,G,,,,1,,19,4,,,,,,,
328,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033808.72-472315.8</a>",54.535807,-47.387792,G,,,,1,,19,4,,,,,,,
329,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J042651.78-490657.9</a>",66.715735,-49.116150,G,,,,1,,23,5,,,,,,,
330,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J042655.53-490730.0</a>",66.731399,-49.125026,G,,,,1,,25,5,,,,,,,
331,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J042654.74-490703.4</a>",66.728233,-49.117678,G,,,,1,,19,4,,,,,,,
332,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034029.51-483830.2</a>",55.122721,-48.642229,G,,,,1,,19,4,,,,,,,
333,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MFGC 15787</a>",312.503125,-48.916361,G,9239.003971,0.030818,SLS,5,,22,6,3,2,,,,1,1
334,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211810.60-504526.0</a>",319.543833,-50.757056,G,22062.926154,0.073594,SLS,5,,34,7,4,2,,,,1,1
335,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211802.61-504600.7</a>",319.510618,-50.767110,G,,,,1,,19,4,,,,,,,
336,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205837.74-483331.3</a>",314.656417,-48.558333,G,19207.702784,0.064070,PUN,2,,34,7,1,2,,,,1,
337,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MFGC 15875</a>",314.659708,-48.541111,G,,,,2,,20,5,,2,,,,1,
338,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J205846.09-483351.7</a>",314.692236,-48.564598,G,,,,1,,7,3,,,,,,,
339,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J211801.26-504421.6</a>",319.505045,-50.739321,G,,,,1,,24,5,,,,,,,
340,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J205002.31-485353.5</a>",312.509542,-48.898023,G,,,,1,,19,4,,,,,,,
341,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230946.74-483313.7</a>",347.444742,-48.553838,G,,,,1,,24,5,,,,,,,
342,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233508.08-475819.1</a>",353.783628,-47.972033,G,,,,1,,19,4,,,,,,,
343,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223956.97-472845.9</a>",339.986892,-47.479324,G,,,,1,,25,5,,,,,,,
344,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230947.10-483504.6</a>",347.446103,-48.584697,G,,,,1,,19,4,,,,,,,
345,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J230944.57-483346.5</a>",347.435606,-48.562931,G,,,,1,,19,4,,,,,,,
346,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233459.12-475922.3</a>",353.746103,-47.989692,G,,,,1,,19,4,,,,,,,
347,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223945.97-472928.0</a>",339.941206,-47.491040,G,,,,1,,19,4,,,,,,,
348,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233500.54-475744.7</a>",353.752120,-47.962495,G,,,,1,,25,5,,,,,,,
349,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233504.02-475833.6</a>",353.766310,-47.975848,G,,,,1,,19,4,,,,,,,
350,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J09594433+1342311</a>",149.934710,13.708726,G,15595.514850,0.052021,SLS,17,,36,6,5,6,,,,1,
351,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235014.18-471046.2</a>",357.559250,-47.179472,G,33442.148482,0.111551,PUN,3,,34,7,1,2,,,,1,
352,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235001.51-470851.3</a>",357.507240,-47.147411,G,,,,1,,19,4,,,,,,,
353,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235004.26-471017.1</a>",357.517833,-47.171472,G,19672.081302,0.065619,SLS,3,,34,8,4,2,,,,1,1
354,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J004901.39-454613.9</a>",12.255759,-45.770594,G,,,,1,,19,4,,,,,,,
355,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J004853.42-454632.0</a>",12.222579,-45.774977,G,,,,1,,19,4,,,,,,,
356,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J004900.23-454636.8</a>",12.250977,-45.776923,G,,,,1,,19,4,,,,,,,
357,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J004856.09-454530.8</a>",12.233601,-45.758488,G,,,,1,,19,4,,,,,,,
358,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030839.49-471619.4</a>",47.164934,-47.272427,G,,,,1,,25,5,,,,,,,
359,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030610.34-423916.5</a>",46.543117,-42.654309,G,,,,1,,25,5,,,,,,,
360,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030835.66-471707.6</a>",47.149178,-47.285955,G,,,,1,,24,5,,,,,,,
361,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030834.02-471536.4</a>",47.142441,-47.260569,G,,,,1,,25,5,,,,,,,
362,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030610.61-424002.7</a>",46.544238,-42.667174,G,,,,1,,25,5,,,,,,,
363,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">CGCG 073-025</a>",203.328875,11.117147,G,7612.030121,0.025391,S1L,34,,71,16,14,10,,,,1,3
364,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133444.74+335325.5</a>",203.686461,33.890402,G,6954.885233,0.023199,UUN,15,,49,10,7,6,,,,1,1
365,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J030616.43-424032.0</a>",46.568566,-42.675510,G,,,,1,,19,4,,,,,,,
366,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J043703.67-464224.0</a>",69.265275,-46.706995,G,,,,1,,25,5,,,,,,,
367,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J043715.36-464012.1</a>",69.314164,-46.670494,G,,,,1,,19,4,,,,,,,
368,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J043706.25-464152.4</a>",69.276172,-46.698350,G,,,,1,,19,4,,,,,,,
369,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212803.75-463842.3</a>",322.015750,-46.645056,G,19428.050241,0.064805,PUN,4,,34,7,1,2,,,,1,
370,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212755.28-463824.5</a>",321.980500,-46.640194,G,11169.967193,0.037259,PUN,3,,34,7,1,2,,,,1,
371,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220050.57-424943.9</a>",330.211234,-42.828535,G,,,,1,,19,4,,,,,,,
372,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212750.48-463915.4</a>",321.960458,-46.654222,G,26168.284074,0.087288,PUN,2,,40,8,1,2,,,,1,
373,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J220047.84-424855.7</a>",330.199057,-42.815926,G,,,,1,,7,3,,,,,,,
374,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J212756.76-463839.0</a>",321.986812,-46.644059,G,,,,1,,7,3,,,,,,,
375,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232738.88-470303.2</a>",351.911931,-47.050972,G,,,,1,,19,4,,,,,,,
376,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J233015.09-441120.4</a>",352.562880,-44.189274,G,,,,1,,19,4,,,,,,,
377,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J232739.97-470407.1</a>",351.916394,-47.068691,G,,,,1,,19,4,,,,,,,
378,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013832.64-400119.1</a>",24.635901,-40.021985,G,,,,2,,27,5,,,,,,,
379,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012139.18-380609.9</a>",20.413130,-38.103035,G,,,,1,,19,4,,,,,,,
380,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J121746.54+204515.9</a>",184.443894,20.754464,G,22695.370122,0.075704,SLS,18,,48,7,5,6,,,,1,
381,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J133451.41+335321.4</a>",203.714248,33.889288,G,15195.972447,0.050688,SLS,15,,39,7,6,4,,,,,1
382,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131417.76+171305.3</a>",198.574124,17.217900,G,,,,1,,18,4,,,,,,,
383,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">KUG 1302+410</a>",196.269778,40.748006,G,10550.698803,0.035193,SLS,21,,56,9,8,10,,,,1,1
384,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J12275195+3621524</a>",186.966604,36.364389,G,10146.345031,0.033845,SLS,16,,51,12,10,8,,,,,2
385,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131415.96+171402.8</a>",198.566459,17.234135,G,21825.003664,0.072800,SLS,17,,48,6,3,6,,,,1,
386,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J122749.68+362057.0</a>",186.956858,36.349219,G,10121.399901,0.033761,SLS,14,,53,6,4,8,,,,,1
387,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130701.65+400130.9</a>",196.756895,40.025281,G,22485.987275,0.075005,SLS,16,,68,8,6,10,,,,1,1
388,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J134731.15+323023.5</a>",206.879771,32.506523,G,39277.072049,0.131014,SLS,16,,60,8,5,8,,,,,1
389,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130656.08+400205.7</a>",196.733834,40.034840,G,,,,1,,33,4,,4,,,,,
390,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130659.14+400131.6</a>",196.746578,40.025348,G,,,,1,,18,4,,,,,,,
391,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130005.39+332457.8</a>",195.022378,33.416192,G,,,,1,,22,5,,,3,,,,
392,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J130459.05+404640.0</a>",196.245928,40.777670,G,,,,1,,18,4,,,,,,,
393,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">NGC 3154</a>",153.255333,17.034167,G,6599.031855,0.022012,SUN,48,,49,19,16,9,1,,1,1,1
394,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J035054.61-380504.5</a>",57.727333,-38.084639,G,28230.256600,0.094166,PUN,2,,38,8,1,2,,,,1,
395,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032023.24-401229.9</a>",50.096833,-40.208361,G,30738.020511,0.102531,PUN,3,,34,7,1,2,,,,1,
396,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SARS 052.48976-39.80086</a>",52.946505,-39.631688,G,31981.859419,0.106680,SLS,2,,25,5,2,,,,,,
397,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J032023.41-401107.5</a>",50.097457,-40.185571,G,,,,1,,23,5,,,,,,,
398,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034231.78-410858.3</a>",55.631743,-41.149365,G,,,,1,,19,4,,,,,,,
399,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J025348.99-415721.2</a>",43.454268,-41.955938,G,,,,1,,19,4,,,,,,,
400,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J035055.18-380339.3</a>",57.730027,-38.061419,G,,,,1,,33,7,,,,,,,
401,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J034226.65-410919.4</a>",55.610834,-41.155365,G,,,,1,,19,4,,,,,,,
402,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J025348.74-415759.1</a>",43.453373,-41.966518,G,,,,1,,19,4,,,,,,,
403,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033149.90-393753.5</a>",52.957768,-39.631843,G,,,,1,,25,5,,,,,,,
404,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J032030.33-401202.1</a>",50.126408,-40.200762,G,,,,1,,7,3,,,,,,,
405,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">CGCG 072-005 NED01</a>",196.822667,13.646639,G,8031.493013,0.026790,SLS,17,,34,7,5,4,,,,,1
406,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">CGCG 072-005 NED03</a>",196.829883,13.639811,G,9132.577648,0.030463,PUN,7,,44,5,1,6,,,,1,
407,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J131304.51+124248.0</a>",198.268542,12.713222,G,8914.928324,0.029737,S1L,5,,16,5,4,,,,,,3
408,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SDSS J113144.88+152433.5</a>",172.937042,15.409334,G,20660.796828,0.068917,SLS,15,,26,4,4,4,2,,,,
409,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J113145.91+152503.6</a>",172.941312,15.417828,G,,,,4,,38,5,,4,1,,,,
