No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,"Associations ",Redshift-independent Distances,Classifications,Images,Spectra
546,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ZwCl 0957.0+1359</a>",149.925381,13.743259,GClstr,,,,1,,,1,,,,,,,
547,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J143653.03+120940.7</a>",219.220950,12.161270,G,16417.078693,0.054761,SLS,21,,68,9,7,10,,,,1,1
548,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J09321326+1559226</a>",143.055170,15.989592,G,11955.448615,0.039879,SLS,16,,36,6,5,6,,,,1,
549,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014846.16+134335.5</a>",27.192364,13.726499,G,18993.078365,0.063354,SLS,11,,72,8,5,10,,,,1,1
550,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J143653.04+120820.6</a>",219.221080,12.138993,G,,,,4,,48,5,,6,,,,1,
551,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J035057.98-380535.0</a>",57.741667,-38.093333,QSO,174479.210556,0.582000,SUN,11,,32,7,3,4,,,1,,
552,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J161740.74+415357.0</a>",244.419743,41.899166,G,18136.982029,0.060498,SLS,26,,68,11,10,10,,,,1,1
553,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J100804.71+425554.9</a>",152.019697,42.931858,G,22160.903126,0.073921,SLS,21,,69,11,8,10,,,,1,1
554,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J085723.67+391603.0</a>",134.348583,39.267500,G,8529.513341,0.028451,SLS,19,,52,9,6,6,,,,1,1
555,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J094149.32+370648.3</a>",145.455295,37.113432,G,29062.318576,0.096941,SLS,17,,68,8,5,10,,,,1,1
556,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J171639.61+390621.6</a>",259.165033,39.106014,G,18948.082515,0.063204,PUN,5,,46,6,1,6,1,,,1,
557,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J17163273+3906571</a>",259.136542,39.115833,G,18200.400125,0.060710,PUN,2,,15,4,1,2,1,,,1,
558,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SBS 1636+550</a>",249.455208,54.981472,G,11768.652731,0.039256,PUN,5,,28,5,1,2,,,,1,
559,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J091936.15+553446.0</a>",139.900638,55.579428,G,14719.114169,0.049098,SLS,12,,57,8,5,6,,,,1,1
560,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J175004.85+682451.5</a>",267.520375,68.414111,G,17415.543470,0.058092,PUN,3,,35,7,1,2,1,,,1,
561,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J045331.53-361426.5</a>",73.381333,-36.240694,IrS,31811.577303,0.106112,PUN,3,,33,6,1,2,2,,,1,
562,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044617.11-622414.7</a>",71.571167,-62.404194,G,7890.837287,0.026321,SLS,12,,29,7,6,2,2,,,1,
563,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044613.26-622351.5</a>",71.555417,-62.397583,G,7989.469006,0.026650,SLS,8,,35,8,2,2,2,,,1,
564,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220043.35-424917.0</a>",330.180708,-42.821417,G,20293.850859,0.067693,SLS,3,,29,5,3,2,1,,,1,1
565,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J062853.47-694150.2</a>",97.222583,-69.697417,G,10097.009985,0.033680,SLS,3,,33,6,3,2,1,,,1,1
566,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013827.22-400022.0</a>",24.613417,-40.006361,G,20676.086243,0.068968,SLS,3,,33,6,3,2,,,,1,1
567,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J062853.67-694106.7</a>",97.223625,-69.685250,G,15195.280526,0.050686,PUN,3,,32,6,1,2,1,,,1,
568,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J020351.52-310837.7</a>",30.964750,-31.143944,G,8664.002036,0.028900,SUN,2,,32,7,2,2,,,,1,1
569,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044953.28-730434.1</a>",72.472083,-73.076222,G,8229.003180,0.027449,SLS,5,,33,7,5,2,,,,1,1
570,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J062840.59-694048.1</a>",97.169167,-69.679972,G,23768.445448,0.079283,PUN,2,,33,6,1,2,,,,1,
571,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J062853.87-694256.4</a>",97.224750,-69.715750,G,10709.186185,0.035722,PUN,2,,29,5,1,2,,,,1,
572,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044600.68-622408.6</a>",71.502750,-62.402333,G,18346.998637,0.061199,PUN,3,,33,6,1,2,1,,,1,
573,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J013822.58-400045.1</a>",24.594042,-40.012861,IrS,,,,1,,24,5,,,,,,1,
574,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012100.60-320330.6</a>",20.252625,-32.058500,G,21764.932451,0.072600,SUN,3,,34,7,2,2,,,,1,1
575,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J040113.58-650018.2</a>",60.306125,-65.004639,G,,,,1,,33,5,,2,,,,1,
576,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033344.47-301903.3</a>",53.435333,-30.317528,G,39062.057900,0.130297,SLS,3,,37,7,3,2,1,,,1,1
577,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J00311136-2529257</a>",7.797333,-25.490528,G,24995.196186,0.083375,PUN,2,,17,4,1,2,1,,,1,
578,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014957.94-274843.6</a>",27.491417,-27.812139,G,22933.223660,0.076497,PUN,2,,30,6,1,2,1,,,1,
579,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044209.74-231416.8</a>",70.540542,-23.237750,G,26492.059929,0.088368,PUN,2,,34,7,1,2,,,,1,
580,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220226.52-225357.1</a>",330.610542,-22.899278,G,26056.161695,0.086914,PUN,3,,33,6,1,2,,,,1,
581,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014737.18-301515.5</a>",26.904875,-30.254389,G,,,,1,,24,5,,,,,,1,
582,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J141126.73-293808.7</a>",212.861375,-29.635778,G,11203.843740,0.037372,UUN,6,1,34,6,6,2,,,,1,2
583,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033346.35-302003.4</a>",53.443667,-30.334611,G,31897.917531,0.106400,SUN,3,,38,8,2,2,,,,1,1
584,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022229.34-183627.6</a>",35.622083,-18.607500,G,27979.630105,0.093330,PUN,2,,34,7,1,2,,,,1,
585,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J214437.66-200509.8</a>",326.157000,-20.086000,G,,,,1,,34,6,,2,,,,1,
586,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014814.20-150628.1</a>",27.059125,-15.107806,G,,,,2,,25,6,,,,,,1,
587,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J024149.31-204853.7</a>",40.455500,-20.815028,G,7740.941058,0.025821,SLS,4,,33,6,4,2,1,,,1,1
588,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J035003.43-151744.7</a>",57.514417,-15.295083,G,20995.065419,0.070032,PUN,2,,36,8,1,2,,,,1,
589,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J050112.13-181215.9</a>",75.300583,-18.204111,G,19554.262866,0.065226,PUN,2,,30,5,1,2,1,,,1,
590,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222603.79-110708.9</a>",336.515833,-11.119139,G,15291.813698,0.051008,PUN,2,,33,6,1,2,1,,,1,
591,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005300.88-131643.7</a>",13.253667,-13.278889,G,24337.451533,0.081181,PUN,4,,34,7,1,2,,,,1,
592,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012439.79-081145.5</a>",21.165708,-8.195972,G,20972.880777,0.069958,PUN,3,,34,7,1,2,,,,1,
593,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014617.84-072038.5</a>",26.574375,-7.344056,G,,,,1,,30,5,,2,,,,1,
594,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222607.38-110746.5</a>",336.530750,-11.129639,G,,,,1,,34,6,,2,,,,1,
595,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SBS 1150+583</a>",178.360095,58.112385,QSO,19320.811481,0.064447,SLS,27,,75,13,8,10,,,1,1,1
596,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SBS 1457+540</a>",224.672333,53.858583,G,7917.754153,0.026411,SLS,24,,52,10,6,6,,,,1,2
597,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASX J00520967-0107094</a>",13.040013,-1.119090,G,12401.681594,0.041368,SLS,11,,24,8,7,2,1,,,1,2
598,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022716.83-035151.8</a>",36.820125,-3.864361,G,18947.482931,0.063202,PUN,3,,38,8,1,2,,,,1,
599,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022714.16-035237.6</a>",36.809083,-3.877167,G,,,,2,,29,7,,,,,,1,
600,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005211.02-010745.3</a>",13.045926,-1.129341,G,31411.669154,0.104778,SLS,14,,58,10,7,8,,,,,1
601,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005212.24-010640.5</a>",13.050989,-1.111285,G,12381.790065,0.041301,SLS,16,,64,11,7,8,,,,,1
602,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111006.26-010116.5</a>",167.526117,-1.021262,QSO,32824.399141,0.109490,SLS,17,,67,13,8,8,,,1,,1
603,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J112750.43-002704.0</a>",171.960185,-0.451118,G,18711.157735,0.062414,SLS,7,,57,7,5,8,,,,,1
604,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J015000.02-274905.0</a>",27.499833,-27.818056,G,26500.154175,0.088395,SUN,3,,23,6,3,,1,,,,1
605,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014951.34-274917.6</a>",27.463917,-27.821833,G,26604.781773,0.088744,SUN,2,,23,6,3,,2,,,,1
606,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012058.68-320346.3</a>",20.244625,-32.062833,G,21704.973959,0.072400,SUN,2,,19,5,2,,,,,,1
607,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012109.84-320226.1</a>",20.291000,-32.040722,G,10552.694522,0.035200,SUN,2,,23,6,2,,,,,,1
608,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J012106.94-320301.5</a>",20.278583,-32.050222,G,21645.015468,0.072200,SUN,2,,19,5,2,,,,,,1
609,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022450.15-271717.2</a>",36.209000,-27.288333,G,18126.951153,0.060465,SUN,3,,19,5,3,,,,,,1
610,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022448.99-271631.2</a>",36.204333,-27.275528,G,18145.237863,0.060526,SUN,3,,19,5,3,,,,,,1
611,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022457.08-271724.4</a>",36.237958,-27.290722,G,64185.565258,0.214100,SUN,2,,25,6,2,,,,,,1
612,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J020347.49-310938.7</a>",30.947965,-31.160342,G,,,,1,,25,5,,,,,,,
613,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J020354.93-310920.2</a>",30.978875,-31.155944,G,19936.198457,0.066500,SUN,2,,19,5,2,,,,,,1
614,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014734.85-301603.4</a>",26.894875,-30.268056,G,12741.179465,0.042500,SUN,2,,19,5,2,,,,,,1
615,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J014738.96-301458.9</a>",26.912750,-30.249694,G,12831.117202,0.042800,SUN,2,,19,5,2,,,,,,1
616,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J033345.23-301808.9</a>",53.438417,-30.302750,G,31807.979794,0.106100,SUN,2,,23,6,2,,,,,,1
617,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J053325.06-274053.3</a>",83.354915,-27.681614,G,,,,1,,19,4,,,,,,,
618,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J053334.69-274033.1</a>",83.395104,-27.675974,G,,,,2,,19,4,,,,,,,
619,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J053334.82-273947.1</a>",83.395391,-27.663309,G,,,,1,,25,5,,,,,,,
620,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J052245.80-315746.7</a>",80.690710,-31.963494,G,,,,1,,24,5,,,,,,,
621,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212916.35-310144.3</a>",322.318460,-31.029092,G,,,,1,,19,4,,,,,,,
622,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J052251.58-315719.3</a>",80.715043,-31.955583,G,,,,1,,19,4,,,,,,,
623,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212917.64-310219.6</a>",322.323904,-31.038936,G,,,,1,,19,4,,,,,,,
624,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J212915.67-310125.2</a>",322.315528,-31.023739,G,,,,1,,25,5,,,,,,,
625,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J052250.24-315634.2</a>",80.709170,-31.943165,G,,,,1,,19,4,,,,,,,
626,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J052249.32-315726.5</a>",80.705533,-31.957759,G,,,,1,,7,3,,,,,,,
627,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J052251.49-315556.6</a>",80.714362,-31.932746,G,,,,1,,19,4,,,,,,,
628,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J222531.93-274205.5</a>",336.383327,-27.701419,G,55780.284113,0.186063,UUN,2,,19,4,2,,,,,,
629,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCLG -03 215</a>",210.455667,-3.141871,GTrpl,20295.948987,0.067700,SUN,4,,,1,2,,,,,,
630,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCLG -06 043</a>",169.901387,-6.519680,GGroup,18767.008380,0.062600,SUN,2,,,1,2,,,,,,
631,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">LCLG -39 040</a>",20.451362,-38.074182,GGroup,34506.110717,0.115100,SUN,2,,,1,2,,,,,,
632,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J000024.09-223519.9</a>",0.100458,-22.589028,G,,,,1,,28,5,,2,,,,1,
633,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J000019.05-223434.1</a>",0.079588,-22.576148,G,,,,1,,19,4,,,,,,,
634,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J000026.76-223545.4</a>",0.111814,-22.596119,G,,,,1,,19,4,,,,,,,
635,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J000021.88-223516.6</a>",0.091356,-22.588120,G,,,,1,,19,4,,,,,,,
636,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003109.94-252953.1</a>",7.791500,-25.498361,G,27910.677840,0.093100,SUN,2,,19,5,2,,1,,,,1
637,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003115.13-252944.7</a>",7.813167,-25.496000,G,27820.740102,0.092800,SUN,2,,19,5,2,,,,,,1
638,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005129.37-231248.9</a>",12.872263,-23.213531,G,,,,2,,19,4,,,,,,,
639,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001407.69-223346.8</a>",3.532019,-22.563277,G,,,,1,,25,5,,,,,,,
640,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005126.21-231248.4</a>",12.859124,-23.213489,G,,,,2,,25,5,,,,,,,
641,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J005124.53-231335.6</a>",12.852080,-23.226509,G,,,,2,,19,4,,,,,,,
642,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J001404.18-223310.0</a>",3.517510,-22.553051,G,,,,2,,25,5,,,,,,,
643,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J003120.57-252952.4</a>",7.835665,-25.498032,G,,,,1,,19,4,,,,,,,
644,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J001409.34-223404.6</a>",3.539169,-22.568168,G,,,,1,,7,3,,,,,,,
645,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J001414.87-223422.2</a>",3.561705,-22.573341,G,,,,1,,7,3,,,,,,,
646,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J111004.00-010017.7</a>",167.516694,-1.004937,G,32926.667343,0.109832,SLS,17,,64,8,5,8,1,,,,1
647,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">GALEXASC J044212.48-231433.9</a>",70.552509,-23.242599,G,,,,1,,7,3,,,,,,,
648,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J044205.32-231458.5</a>",70.522993,-23.249464,G,,,,1,,24,5,,,,,,,
649,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J142204.17+285200.0</a>",215.517309,28.866634,G,10612.653013,0.035400,SUN,6,1,33,4,2,4,,,,,
650,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J010719.96-324953.6</a>",16.832958,-32.831750,G,10550.895767,0.035194,SLS,5,,37,7,4,2,,,,1,1
651,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J220234.76-225402.1</a>",330.645098,-22.900709,G,,,,1,,19,4,,,,,,,
652,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J223218.71-252653.6</a>",338.077911,-25.448321,G,,,,2,,19,4,,,,,,,
653,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J221844.73-241155.5</a>",334.686542,-24.198806,G,24822.815522,0.082800,SUN,2,,25,6,2,,,,,,1
654,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225249.49-245755.7</a>",343.206250,-24.965472,G,22244.600384,0.074200,SUN,2,,33,7,2,2,,,,1,1
655,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J221802.06-254130.3</a>",334.508625,-25.691889,G,27191.175941,0.090700,SUN,2,,23,6,2,,,,,,1
656,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J221757.32-254143.2</a>",334.488708,-25.695500,G,27011.300466,0.090100,SUN,2,,23,6,2,,,,,,1
657,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J225253.14-245827.6</a>",343.221500,-24.974528,G,22304.558875,0.074400,SUN,2,,19,5,2,,,,,,1
658,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J221808.12-254001.5</a>",334.533917,-25.667278,G,25092.628735,0.083700,SUN,2,,23,6,2,,,,,,1
659,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234336.48-222750.2</a>",355.902125,-22.464031,G,,,,2,,19,4,,,,,,,
660,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234332.12-222805.4</a>",355.883830,-22.468232,G,,,,2,,19,4,,,,,,,
661,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234338.33-222702.5</a>",355.909812,-22.450861,G,,,,1,,19,4,,,,,,,
662,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002241.77-203503.5</a>",5.674215,-20.584527,G,,,,1,,19,4,,,,,,,
663,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002520.96-213840.7</a>",6.336875,-21.644528,G,21762.534111,0.072592,PUN,2,,33,7,1,2,,,,1,
664,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235603.27-171447.9</a>",359.013603,-17.246470,G,,,,2,,19,4,,,,,,,
665,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235921.05-202317.5</a>",359.837566,-20.388183,G,,,,2,,23,5,,,,,,,
666,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002522.07-213730.8</a>",6.341793,-21.625239,G,,,,1,,25,5,,,,,,,
667,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234418.53-260223.8</a>",356.077292,-26.040056,G,19576.447507,0.065300,SUN,2,,19,5,2,,,,,,1
668,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002527.70-214020.2</a>",6.365292,-21.672278,G,,,,1,,34,6,,2,,,,1,
669,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235611.44-171332.8</a>",359.047715,-17.225716,G,,,,1,,19,4,,,,,,,
670,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J004910.28-181828.4</a>",12.292899,-18.307849,G,,,,1,,23,5,,,,,,,
671,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J234423.29-260202.7</a>",356.097125,-26.034194,G,19666.385245,0.065600,SUN,2,,19,5,2,,,,,,1
672,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002523.66-213952.8</a>",6.348755,-21.665187,G,,,,1,,25,5,,,,,,,
673,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235609.02-171449.4</a>",359.037483,-17.246967,G,,,,1,,25,5,,,,,,,
674,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002236.82-203415.3</a>",5.653511,-20.570962,G,,,,1,,19,4,,,,,,,
675,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235607.98-171346.4</a>",359.033321,-17.229329,G,,,,1,,19,4,,,,,,,
676,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J002522.03-213750.0</a>",6.341831,-21.630906,G,,,,1,,19,4,,,,,,,
677,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J235609.85-171453.4</a>",359.041061,-17.248189,G,,,,1,,19,4,,,,,,,
678,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022231.48-183607.4</a>",35.631167,-18.602083,G,,,,1,,33,6,,2,,,,1,
679,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J022222.79-183601.9</a>",35.595679,-18.600369,G,,,,2,,23,5,,,,,,,
680,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J025512.59-213556.5</a>",43.802364,-21.599059,G,,,,1,,19,4,,,1,,,,
681,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J025502.80-213512.4</a>",43.761427,-21.586950,G,,,,2,,19,4,,,,,,,
682,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J024153.31-204855.2</a>",40.471860,-20.815582,G,,,,1,,19,4,,,,,,,
683,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J025513.80-213628.3</a>",43.807322,-21.608020,G,,,,1,,19,4,,,,,,,
