_RAJ2000,_DEJ2000,Group,Gal,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad
197.4915,30.4169444,130,4,13 09 57.96,+30 25 01.0,0.050618,,19.9385,19.0712,Simbad
197.98225,59.8301111,131,1,13 11 55.74,+59 49 48.4,0.07696,,19.4814,19.2098,Simbad
198.0054167,59.8323611,131,2,13 12 01.30,+59 49 56.5,0.0,,20.2,20.1072,Simbad
198.0282083,59.8323056,131,3,13 12 06.77,+59 49 56.3,0.076839,,19.5906,19.4031,Simbad
198.0438333,59.8270833,131,4,13 12 10.52,+59 49 37.5,0.0,,19.4928,19.3441,Simbad
198.2609583,12.6975833,132,1,13 13 02.63,+12 41 51.3,0.060622,,18.6507,18.3338,Simbad
198.2679583,12.7138056,132,2,13 13 04.31,+12 42 49.7,0.029737,,17.9483,17.3989,Simbad
198.2802917,12.6615278,132,3,13 13 07.27,+12 39 41.5,0.178535,,20.018,19.4231,Simbad
198.281375,12.6835278,132,4,13 13 07.53,+12 41 00.7,0.030082,,19.2885,19.0654,Simbad
198.4354583,6.9923056,133,1,13 13 44.51,+06 59 32.3,0.021535,,18.2283,17.4386,Simbad
198.4397917,6.9769444,133,2,13 13 45.55,+06 58 37.0,0.0,,20.1991,20.3054,Simbad
198.4551667,6.9625,133,3,13 13 49.24,+06 57 45.0,0.023963,,18.2032,17.8103,Simbad
198.476125,6.9612778,133,4,13 13 54.27,+06 57 40.6,0.021185,,17.8059,17.4161,Simbad
198.5667917,17.2341667,134,1,13 14 16.03,+17 14 03.0,0.072823,,18.7741,18.3593,Simbad
198.5740833,17.218,134,2,13 14 17.78,+17 13 04.8,0.0,,19.6311,19.2439,Simbad
198.576875,17.2043333,134,3,13 14 18.45,+17 12 15.6,0.072724,,19.6004,18.9871,Simbad
198.57775,17.2473056,134,4,13 14 18.66,+17 14 50.3,0.0,,19.6725,19.7997,Simbad
198.664375,21.8091389,135,1,13 14 39.45,+21 48 32.9,0.062813,,19.3531,18.9234,Simbad
198.67325,21.79325,135,2,13 14 41.58,+21 47 35.7,0.0629,,18.2469,17.5721,Simbad
198.6822917,21.7986389,135,3,13 14 43.75,+21 47 55.1,0.063009,,18.9592,18.5112,Simbad
198.6871667,21.8151667,135,4,13 14 44.92,+21 48 54.6,0.0,,19.7059,19.4121,Simbad
199.6984167,33.5308889,136,1,13 18 47.62,+33 31 51.2,0.104214,,19.9382,19.4749,Simbad
199.71775,33.5395556,136,2,13 18 52.26,+33 32 22.4,0.038,,18.8518,18.5336,Simbad
199.7297917,33.551,136,3,13 18 55.15,+33 33 03.6,0.0,,19.194,18.9237,Simbad
199.7429583,33.5600556,136,4,13 18 58.31,+33 33 36.2,0.0,,20.0335,20.0162,Simbad
200.1709167,34.1843333,137,1,13 20 41.02,+34 11 03.6,0.064273,,19.0089,18.6574,Simbad
200.1959583,34.19275,137,2,13 20 47.03,+34 11 33.9,0.064619,,19.4901,19.0109,Simbad
200.2165417,34.1993056,137,3,13 20 51.97,+34 11 57.5,0.118531,,20.075,19.5292,Simbad
200.2385,34.2135556,137,4,13 20 57.24,+34 12 48.8,0.111414,,19.2204,19.0088,Simbad
202.0120833,31.9593333,138,1,13 28 02.90,+31 57 33.6,0.038434,,20.186,19.0856,Simbad
202.0157917,31.9135556,138,2,13 28 03.79,+31 54 48.8,0.063712,,20.1708,20.1924,Simbad
202.0184167,31.9536389,138,3,13 28 04.42,+31 57 13.1,0.0,,19.5786,19.5018,Simbad
202.0280417,31.9318333,138,4,13 28 06.73,+31 55 54.6,0.015757,,18.9578,18.4032,Simbad
202.4859167,9.4433889,139,1,13 29 56.62,+09 26 36.2,0.022088,,19.602,19.1401,Simbad
202.488625,9.4303056,139,2,13 29 57.27,+09 25 49.1,0.0,,19.5878,19.1843,Simbad
202.4914583,9.4113056,139,3,13 29 57.95,+09 24 40.7,0.0,,19.0068,18.4563,Simbad
202.4945417,9.4036667,139,4,13 29 58.69,+09 24 13.2,0.081738,,19.2097,19.1278,Simbad
203.3178333,11.0760278,140,1,13 33 16.28,+11 04 33.7,0.0,,19.9236,19.6227,Simbad
203.3247917,11.0883889,140,2,13 33 17.95,+11 05 18.2,0.090623,,19.3327,18.8911,Simbad
203.3288333,11.1170833,140,3,13 33 18.92,+11 07 01.5,0.025391,,18.4376,17.7974,Simbad
203.3395,11.1023333,140,4,13 33 21.48,+11 06 08.4,0.144162,,19.4728,19.2852,Simbad
203.6781667,33.9029444,141,1,13 34 42.76,+33 54 10.6,0.0,,20.1272,20.2409,Simbad
203.6801667,33.8907778,141,2,13 34 43.24,+33 53 26.8,0.0,,19.2673,18.4521,Simbad
203.6862917,33.8908889,141,3,13 34 44.71,+33 53 27.2,0.023199,,19.7259,18.4903,Simbad
203.7144167,33.8893056,141,4,13 34 51.46,+33 53 21.5,0.050689,,20.1092,19.6137,Simbad
203.803,80.5283611,142,1,13 35 12.72,+80 31 42.1,0.0701,,19.0238,18.52,Simbad
203.8411667,80.5268333,142,2,13 35 21.88,+80 31 36.6,0.0694,,19.507,19.0242,Simbad
203.9235,80.511,142,3,13 35 41.64,+80 30 39.6,0.0502,,18.8424,18.0285,Simbad
203.9339167,80.5050556,142,4,13 35 44.14,+80 30 18.2,0.0503,,18.8245,18.4119,Simbad
204.86425,4.51075,143,1,13 39 27.42,+04 30 38.7,0.023086,,17.5833,17.1189,Simbad
204.87375,4.5114722,143,2,13 39 29.70,+04 30 41.3,0.022968,,19.9111,19.4192,Simbad
204.8797917,4.5132222,143,3,13 39 31.15,+04 30 47.6,0.0,,19.5915,19.4343,Simbad
204.8843333,4.5080833,143,4,13 39 32.24,+04 30 29.1,0.0,,20.204,20.1374,Simbad
206.3664167,18.2011111,144,1,13 45 27.94,+18 12 04.0,0.5019,,19.5417,18.8992,Simbad
206.3742917,18.2221944,144,2,13 45 29.83,+18 13 19.9,0.119112,,20.1542,19.4218,Simbad
206.37825,18.2384444,144,3,13 45 30.78,+18 14 18.4,0.0,,18.6948,18.3,Simbad
206.3910833,18.2307778,144,4,13 45 33.86,+18 13 50.8,0.081961,,20.0602,19.5641,Simbad
206.847,-30.4176111,145,1,13 47 23.28,-30 25 03.4,0.014377,,18.9583,18.1616,Simbad
206.848,-30.4503889,145,2,13 47 23.52,-30 27 01.4,0.0,,18.1038,16.7968,Simbad
206.851,-30.406,145,3,13 47 24.24,-30 24 21.6,0.014602,,17.8984,17.0828,Simbad
206.859,-30.4298056,145,4,13 47 26.16,-30 25 47.3,0.0,,18.6674,18.0439,Simbad
206.8504167,32.5335278,146,1,13 47 24.10,+32 32 00.7,0.13067,,19.8933,19.5798,Simbad
206.863375,32.5056667,146,2,13 47 27.21,+32 30 20.4,0.0,,20.2816,20.8057,Simbad
206.8667917,32.52425,146,3,13 47 28.03,+32 31 27.3,0.087133,,19.1758,18.7933,Simbad
206.8802083,32.5065833,146,4,13 47 31.25,+32 30 23.7,0.131022,,19.7416,19.1363,Simbad
207.3245,21.6789722,147,1,13 49 17.88,+21 40 44.3,0.062163,,18.4422,17.9061,Simbad
207.3303333,21.6833611,147,2,13 49 19.28,+21 41 00.1,0.0,,20.1404,19.9103,Simbad
207.34775,21.6977778,147,3,13 49 23.46,+21 41 52.0,0.0,,20.0254,19.8594,Simbad
207.3615417,21.6925,147,4,13 49 26.77,+21 41 33.0,0.641,,19.916,19.2386,Simbad
208.8228333,6.56175,148,1,13 55 17.48,+06 33 42.3,0.083352,,20.2069,19.7855,Simbad
208.8377083,6.5563056,148,2,13 55 21.05,+06 33 22.7,0.084285,,18.6662,18.4017,Simbad
208.8464583,6.5484444,148,3,13 55 23.15,+06 32 54.4,0.0,,20.1125,20.0445,Simbad
208.859625,6.5664167,148,4,13 55 26.31,+06 33 59.1,0.083417,,20.1512,19.7782,Simbad
210.43675,-3.1563056,149,1,14 01 44.82,-03 09 22.7,0.067956,,19.6281,19.1717,Simbad
210.4455833,-3.1744722,149,2,14 01 46.94,-03 10 28.1,0.0,,19.0852,19.1767,Simbad
210.462625,-3.19,149,3,14 01 51.03,-03 11 24.0,0.0677,,19.3307,19.1392,Simbad
210.46725,-3.2050278,149,4,14 01 52.14,-03 12 18.1,0.067788,,19.7983,19.9434,Simbad
210.5691667,54.5025,150,1,14 02 16.60,+54 30 09.0,0.0,,19.7241,19.6256,Simbad
210.5702083,54.4924722,150,2,14 02 16.85,+54 29 32.9,0.0,,20.0612,20.2638,Simbad
210.577875,54.4782778,150,3,14 02 18.69,+54 28 41.8,0.0,,20.1621,21.3076,Simbad
210.5997083,54.4871111,150,4,14 02 23.93,+54 29 13.6,0.0,,20.2178,20.616,Simbad
210.97225,26.3667778,151,1,14 03 53.34,+26 22 00.4,0.0,,19.6928,19.7824,Simbad
210.9745417,26.3608889,151,2,14 03 53.89,+26 21 39.2,0.088637,,20.0501,20.1421,Simbad
210.9834167,26.37225,151,3,14 03 56.02,+26 22 20.1,0.0,,19.7898,19.9987,Simbad
210.9935833,26.3932778,151,4,14 03 58.46,+26 23 35.8,0.088984,,19.4823,19.0106,Simbad
211.1787083,24.1857222,152,1,14 04 42.89,+24 11 08.6,0.0,,20.2866,20.8117,Simbad
211.1886667,24.19275,152,2,14 04 45.28,+24 11 33.9,0.061681,,19.9119,19.6588,Simbad
211.2035,24.1819722,152,3,14 04 48.84,+24 10 55.1,0.062505,,20.1625,19.3021,Simbad
211.2174167,24.1724444,152,4,14 04 52.18,+24 10 20.8,0.0,,20.2189,20.2418,Simbad
211.6826667,47.2745278,153,1,14 06 43.84,+47 16 28.3,0.0,,20.2854,20.325,Simbad
211.6849167,47.2672222,153,2,14 06 44.38,+47 16 02.0,0.059873,,20.1565,19.1321,Simbad
211.6881667,47.2924722,153,3,14 06 45.16,+47 17 32.9,0.0,,20.1991,19.8704,Simbad
211.7025,47.2861389,153,4,14 06 48.60,+47 17 10.1,0.0,,20.192,19.9578,Simbad
212.834,-29.637,154,1,14 11 20.16,-29 38 13.2,0.0,,19.6585,19.8597,Simbad
212.852,-29.6516944,154,2,14 11 24.48,-29 39 06.1,0.0,,18.1046,17.9603,Simbad
212.861,-29.6736111,154,3,14 11 26.64,-29 40 25.0,0.0,,18.5216,18.0173,Simbad
212.862,-29.6356111,154,4,14 11 26.88,-29 38 08.2,0.037372,,17.9231,17.6963,Simbad
213.2155,23.3326389,155,1,14 12 51.72,+23 19 57.5,0.0,,20.1858,19.4411,Simbad
213.225875,23.3378611,155,2,14 12 54.21,+23 20 16.3,0.059665,,20.09,19.5543,Simbad
213.229375,23.3370278,155,3,14 12 55.05,+23 20 13.3,0.0,,20.019,20.6068,Simbad
213.2380417,23.3181944,155,4,14 12 57.13,+23 19 05.5,0.05979,,19.8528,19.5336,Simbad
215.1428333,26.8446111,156,1,14 20 34.28,+26 50 40.6,0.071671,,19.4817,19.3003,Simbad
215.1486667,26.8654722,156,2,14 20 35.68,+26 51 55.7,0.0,,19.8669,20.0073,Simbad
215.1648333,26.8637778,156,3,14 20 39.56,+26 51 49.6,0.036572,,17.2891,16.8706,Simbad
215.1702083,26.8589444,156,4,14 20 40.85,+26 51 32.2,0.0,,18.6547,18.8096,Simbad
215.5003333,28.8685833,157,1,14 22 00.08,+28 52 06.9,0.0,,19.4943,18.9372,Simbad
215.501375,28.8663333,157,2,14 22 00.33,+28 51 58.8,0.0,,18.6792,18.4977,Simbad
215.5028333,28.8643333,157,3,14 22 00.68,+28 51 51.6,0.029579,,19.8143,19.2128,Simbad
215.5175,28.8667222,157,4,14 22 04.20,+28 52 00.2,0.0354,,19.5114,19.5162,Simbad
216.5360833,29.7266667,158,1,14 26 08.66,+29 43 36.0,0.059246,,19.4374,19.0977,Simbad
216.54525,29.7455833,158,2,14 26 10.86,+29 44 44.1,0.05853,,20.0103,19.5438,Simbad
216.5488333,29.7148889,158,3,14 26 11.72,+29 42 53.6,0.08677,,20.061,19.8562,Simbad
216.5535417,29.6946111,158,4,14 26 12.85,+29 41 40.6,0.058862,,18.6705,18.2352,Simbad
219.2206667,12.1612778,159,1,14 36 52.96,+12 09 40.6,0.054808,,19.4267,19.203,Simbad
219.220875,12.1392222,159,2,14 36 53.01,+12 08 21.2,0.0,,20.2381,19.6285,Simbad
219.2427083,12.1683056,159,3,14 36 58.25,+12 10 05.9,0.055027,,19.4488,18.7914,Simbad
219.2653333,12.1764167,159,4,14 37 03.68,+12 10 35.1,0.188742,,19.568,19.5384,Simbad
219.6914583,9.0409444,160,1,14 38 45.95,+09 02 27.4,0.030605,,20.192,20.1538,Simbad
219.6975833,9.031,160,2,14 38 47.42,+09 01 51.6,0.0,,19.4261,18.9803,Simbad
219.7154167,9.0469722,160,3,14 38 51.70,+09 02 49.1,0.030822,,19.0701,18.6646,Simbad
219.7307917,9.0550556,160,4,14 38 55.39,+09 03 18.2,0.086179,,19.2198,18.3777,Simbad
220.7552917,61.3047778,161,1,14 43 01.27,+61 18 17.2,0.049414,,19.9069,19.6595,Simbad
220.7605,61.3171111,161,2,14 43 02.52,+61 19 01.6,0.0,,20.117,17.7926,Simbad
220.7724167,61.3106111,161,3,14 43 05.38,+61 18 38.2,0.047961,,17.5132,17.1291,Simbad
220.7840833,61.32075,161,4,14 43 08.18,+61 19 14.7,0.049216,,19.4616,18.6633,Simbad
222.6837917,21.7543611,162,1,14 50 44.11,+21 45 15.7,0.0,,19.8303,20.1727,Simbad
222.6978333,21.7556667,162,2,14 50 47.48,+21 45 20.4,0.0,,20.2229,20.1447,Simbad
222.721125,21.7468333,162,3,14 50 53.07,+21 44 48.6,0.059624,,19.5421,18.824,Simbad
222.734125,21.7365556,162,4,14 50 56.19,+21 44 11.6,0.070224,,20.0333,19.2583,Simbad
224.666375,53.8857222,163,1,14 58 39.93,+53 53 08.6,0.011124,,19.6809,17.7955,Simbad
224.67125,53.8584722,163,2,14 58 41.10,+53 51 30.5,0.02624,,18.0524,17.5941,Simbad
224.679375,53.8811667,163,3,14 58 43.05,+53 52 52.2,0.0,,18.1784,17.5764,Simbad
224.7054583,53.8714444,163,4,14 58 49.31,+53 52 17.2,0.076859,,20.2628,20.0322,Simbad
226.2574583,8.7095278,164,1,15 05 01.79,+08 42 34.3,0.07397,,18.9671,18.0069,Simbad
226.2712917,8.7313889,164,2,15 05 05.11,+08 43 53.0,0.0,,19.9005,20.3944,Simbad
226.2741667,8.7169444,164,3,15 05 05.80,+08 43 01.0,0.073949,,19.8088,19.8926,Simbad
226.2864583,8.7413333,164,4,15 05 08.75,+08 44 28.8,0.0,,19.5224,19.4263,Simbad
226.856875,28.8471667,165,1,15 07 25.65,+28 50 49.8,0.05809,,19.7947,19.8993,Simbad
226.87775,28.8474167,165,2,15 07 30.66,+28 50 50.7,0.0,,17.7761,17.7584,Simbad
226.8910833,28.8277778,165,3,15 07 33.86,+28 49 40.0,0.0,,18.5218,18.9242,Simbad
226.9099167,28.8139722,165,4,15 07 38.38,+28 48 50.3,0.05849,,20.2269,20.4968,Simbad
227.24175,61.9472222,166,1,15 08 58.02,+61 56 50.0,0.732505,,20.2673,19.3668,Simbad
227.2625833,61.9524444,166,2,15 09 03.02,+61 57 08.8,0.0,,20.191,19.9925,Simbad
227.2729583,61.9335833,166,3,15 09 05.51,+61 56 00.9,0.107855,,19.5449,19.2855,Simbad
227.3061667,61.9366389,166,4,15 09 13.48,+61 56 11.9,0.107445,,19.8586,19.6141,Simbad
227.7603333,39.46525,167,1,15 11 02.48,+39 27 54.9,0.556054,,19.8399,19.3276,Simbad
227.763,39.4950833,167,2,15 11 03.12,+39 29 42.3,0.0,,19.6775,19.6857,Simbad
227.7775417,39.4642222,167,3,15 11 06.61,+39 27 51.2,0.0574,,19.1353,18.8269,Simbad
227.7835833,39.4815833,167,4,15 11 08.06,+39 28 53.7,0.057799,,19.9612,19.1757,Simbad
228.1467083,26.5611389,168,1,15 12 35.21,+26 33 40.1,0.0,,18.9182,17.9217,Simbad
228.1554167,26.5760278,168,2,15 12 37.30,+26 34 33.7,0.032967,,19.4463,19.3007,Simbad
228.1701667,26.5748333,168,3,15 12 40.84,+26 34 29.4,0.0,,18.7806,18.579,Simbad
228.1875417,26.5801667,168,4,15 12 45.01,+26 34 48.6,0.033404,,19.7751,19.6437,Simbad
228.5627083,46.1172778,169,1,15 14 15.05,+46 07 02.2,0.03661,,19.6041,18.9347,Simbad
228.5660833,46.122,169,2,15 14 15.86,+46 07 19.2,0.036942,,19.3752,19.0258,Simbad
228.5878333,46.1121389,169,3,15 14 21.08,+46 06 43.7,0.036936,,19.0531,18.7939,Simbad
228.5970833,46.0976944,169,4,15 14 23.30,+46 05 51.7,0.063526,,19.7775,19.334,Simbad
230.1572917,30.4784722,170,1,15 20 37.75,+30 28 42.5,0.0,,20.1987,19.935,Simbad
230.1592917,30.4716389,170,2,15 20 38.23,+30 28 17.9,0.031084,,17.7717,17.3687,Simbad
230.1780833,30.4616944,170,3,15 20 42.74,+30 27 42.1,0.080169,,20.0762,19.5989,Simbad
230.19875,30.4554167,170,4,15 20 47.70,+30 27 19.5,0.081006,,19.9709,19.1758,Simbad
230.922375,2.6668611,171,1,15 23 41.37,+02 40 00.7,0.052511,,18.5942,18.0459,Simbad
230.94175,2.6702778,171,2,15 23 46.02,+02 40 13.0,0.020865,,18.2604,17.8774,Simbad
230.9597917,2.67275,171,3,15 23 50.35,+02 40 21.9,0.112833,,19.9275,20.1796,Simbad
230.9615417,2.66575,171,4,15 23 50.77,+02 39 56.7,0.112916,,20.094,19.1757,Simbad
232.779625,3.8285278,172,1,15 31 07.11,+03 49 42.7,0.0,,17.9918,17.7459,Simbad
232.7802083,3.8382222,172,2,15 31 07.25,+03 50 17.6,0.0,,19.8428,19.9904,Simbad
232.7827917,3.8273889,172,3,15 31 07.87,+03 49 38.6,0.0,,19.5677,19.369,Simbad
232.7985,3.8262778,172,4,15 31 11.64,+03 49 34.6,0.039322,,18.7681,18.5565,Simbad
235.7849583,53.2465833,173,1,15 43 08.39,+53 14 47.7,0.041825,,19.6833,19.5677,Simbad
235.7917083,53.2248056,173,2,15 43 10.01,+53 13 29.3,0.0,,19.8521,19.7229,Simbad
235.795625,53.2034167,173,3,15 43 10.95,+53 12 12.3,0.0,,19.5326,19.738,Simbad
235.819,53.2309444,173,4,15 43 16.56,+53 13 51.4,0.04402,,19.5335,18.6836,Simbad
236.43575,44.2637222,174,1,15 45 44.58,+44 15 49.4,0.034178,,18.7445,18.4053,Simbad
236.442375,44.2486111,174,2,15 45 46.17,+44 14 55.0,0.034687,,17.1157,16.6724,Simbad
236.4563333,44.2609167,174,3,15 45 49.52,+44 15 39.3,0.0,,20.1647,20.2879,Simbad
236.4702917,44.2628889,174,4,15 45 52.87,+44 15 46.4,0.039973,,17.894,17.5367,Simbad
237.70825,34.077,175,1,15 50 49.98,+34 04 37.2,0.053147,,18.9516,18.0859,Simbad
237.7282083,34.0834722,175,2,15 50 54.77,+34 05 00.5,0.052782,,18.8173,18.247,Simbad
237.74075,34.1024167,175,3,15 50 57.78,+34 06 08.7,0.052033,,17.7242,17.3616,Simbad
237.748625,34.1233889,175,4,15 50 59.67,+34 07 24.2,0.114745,,19.9876,19.5741,Simbad
238.3663333,20.9676944,176,1,15 53 27.92,+20 58 03.7,0.01876,,18.4091,18.2403,Simbad
238.37725,20.9534444,176,2,15 53 30.54,+20 57 12.4,0.026964,,19.4911,18.763,Simbad
238.378625,20.9837778,176,3,15 53 30.87,+20 59 01.6,0.018608,,17.5006,17.2722,Simbad
238.384125,20.9637222,176,4,15 53 32.19,+20 57 49.4,0.0,,18.2901,18.2047,Simbad
238.6549583,30.1054167,177,1,15 54 37.19,+30 06 19.5,0.085506,,19.7042,19.4112,Simbad
238.6595,30.1246667,177,2,15 54 38.28,+30 07 28.8,0.080229,,19.011,18.7481,Simbad
238.6707917,30.1350833,177,3,15 54 40.99,+30 08 06.3,0.0,,19.4057,18.9346,Simbad
238.6870833,30.1339444,177,4,15 54 44.90,+30 08 02.2,0.0,,20.0621,20.0357,Simbad
241.147,26.6303056,178,1,16 04 35.28,+26 37 49.1,0.0,,19.5959,19.4865,Simbad
241.1584167,26.6162778,178,2,16 04 38.02,+26 36 58.6,0.086508,,19.3983,19.4487,Simbad
241.1724583,26.6263889,178,3,16 04 41.39,+26 37 35.0,0.117894,,19.8919,19.652,Simbad
241.1897917,26.6219722,178,4,16 04 45.55,+26 37 19.1,0.118332,,19.9147,19.8916,Simbad
244.171375,56.3690833,179,1,16 16 41.13,+56 22 08.7,0.0,,19.0516,19.1474,Simbad
244.1887917,56.3538889,179,2,16 16 45.31,+56 21 14.0,0.0,,19.4986,18.9584,Simbad
244.1968333,56.3411667,179,3,16 16 47.24,+56 20 28.2,0.0,,20.0932,19.9679,Simbad
244.2174167,56.3283056,179,4,16 16 52.18,+56 19 41.9,0.0,,19.6658,18.9715,Simbad
244.4199583,41.8989444,180,1,16 17 40.79,+41 53 56.2,0.060512,,19.8474,19.5405,Simbad
244.44725,41.8935278,180,2,16 17 47.34,+41 53 36.7,0.02509,,18.7619,18.6417,Simbad
244.453625,41.86925,180,3,16 17 48.87,+41 52 09.3,0.081281,,19.3915,18.9987,Simbad
244.4555417,41.9094444,180,4,16 17 49.33,+41 54 34.0,0.0,,17.9477,17.4953,Simbad
245.81375,15.8086944,181,1,16 23 15.30,+15 48 31.3,0.0,,17.7644,17.4421,Simbad
245.8172083,15.8174444,181,2,16 23 16.13,+15 49 02.8,0.0,,18.8229,18.4039,Simbad
245.8187083,15.8041111,181,3,16 23 16.49,+15 48 14.8,0.033476,,18.7006,18.48,Simbad
245.8187083,15.7864167,181,4,16 23 16.49,+15 47 11.1,0.034294,,19.0721,18.7564,Simbad
249.9052917,39.5142222,182,1,16 39 37.27,+39 30 51.2,0.031138,,20.1861,19.5836,Simbad
249.9155,39.53875,182,2,16 39 39.72,+39 32 19.5,0.029789,,19.8951,19.3225,Simbad
249.9232917,39.5163333,182,3,16 39 41.59,+39 30 58.8,0.0,,19.5682,19.2617,Simbad
249.932,39.5420833,182,4,16 39 43.68,+39 32 31.5,0.029917,,19.409,18.9827,Simbad
261.6345417,32.2430278,183,1,17 26 32.29,+32 14 34.9,0.0,,19.3973,19.0417,Simbad
261.6464167,32.2230833,183,2,17 26 35.14,+32 13 23.1,1.09,,18.7672,17.583,Simbad
261.6699167,32.2198611,183,3,17 26 40.78,+32 13 11.5,0.0,,19.2444,18.6289,Simbad
261.676875,32.2095,183,4,17 26 42.45,+32 12 34.2,0.0,,19.9467,19.2487,Simbad
303.725,-66.2883889,184,1,20 14 54.00,-66 17 18.2,0.0,,19.1131,18.9575,Simbad
303.741,-66.2871944,184,2,20 14 57.84,-66 17 13.9,0.0,,19.2216,18.8669,Simbad
303.75,-66.2796111,184,3,20 15 00.00,-66 16 46.6,0.0,,19.8643,19.6614,Simbad
303.758,-66.2866944,184,4,20 15 01.92,-66 17 12.1,0.0,,18.7217,18.5271,Simbad
312.46,-48.9096111,185,1,20 49 50.40,-48 54 34.6,0.0,,18.3438,17.9407,Simbad
312.475,-48.8961111,185,2,20 49 54.00,-48 53 46.0,0.0,,19.822,18.9576,Simbad
312.502,-48.9163056,185,3,20 50 00.48,-48 54 58.7,0.030818,,18.5315,18.0714,Simbad
312.509,-48.8981111,185,4,20 50 02.16,-48 53 53.2,0.0,,20.1275,19.8406,Simbad
314.473,-24.9623889,186,1,20 57 53.52,-24 57 44.6,0.0,,19.5318,19.1392,Simbad
314.482,-24.9843889,186,2,20 57 55.68,-24 59 03.8,0.0,,18.628,18.7564,Simbad
314.49,-24.948,186,3,20 57 57.60,-24 56 52.8,0.094365,,19.6399,19.688,Simbad
314.494,-24.9628889,186,4,20 57 58.56,-24 57 46.4,0.0,,19.6074,19.1857,Simbad
314.656,-48.5581944,187,1,20 58 37.44,-48 33 29.5,0.0,,20.1216,19.3219,Simbad
314.66,-48.5406944,187,2,20 58 38.40,-48 32 26.5,0.0,,19.7344,19.353,Simbad
314.675,-48.5661944,187,3,20 58 42.00,-48 33 58.3,0.0,,19.9414,19.1608,Simbad
314.692,-48.5643889,187,4,20 58 46.08,-48 33 51.8,0.0,,19.093,18.6504,Simbad
314.848,-60.667,188,1,20 59 23.52,-60 40 01.2,0.055752,,18.6755,17.9281,Simbad
314.855,-60.6571944,188,2,20 59 25.20,-60 39 25.9,0.0,,19.0681,18.3195,Simbad
314.866,-60.68,188,3,20 59 27.84,-60 40 48.0,0.0,,19.0282,17.9487,Simbad
314.886,-60.6486944,188,4,20 59 32.64,-60 38 55.3,0.0,,19.7887,17.6968,Simbad
319.342,-35.9005,189,1,21 17 22.08,-35 54 01.8,0.029797,,17.0391,16.6342,Simbad
319.35,-35.9218889,189,2,21 17 24.00,-35 55 18.8,0.0,,19.0916,18.8092,Simbad
319.356,-35.9178889,189,3,21 17 25.44,-35 55 04.4,0.0,,19.1945,18.552,Simbad
319.362,-35.9258889,189,4,21 17 26.88,-35 55 33.2,0.0,,19.0757,18.3641,Simbad
319.492,-50.7455,190,1,21 17 58.08,-50 44 43.8,0.0,,19.7529,18.4345,Simbad
319.505,-50.7391111,190,2,21 18 01.20,-50 44 20.8,0.0,,19.8835,19.2635,Simbad
319.51,-50.767,190,3,21 18 02.40,-50 46 01.2,0.0,,18.5054,18.192,Simbad
319.544,-50.7571944,190,4,21 18 10.56,-50 45 25.9,0.073594,,19.7309,19.4853,Simbad
322.294,-31.0228889,191,1,21 29 10.56,-31 01 22.4,0.0,,19.5883,18.9734,Simbad
322.315,-31.0235,191,2,21 29 15.60,-31 01 24.6,0.0,,19.9817,19.2947,Simbad
322.318,-31.029,191,3,21 29 16.32,-31 01 44.4,0.0,,19.1556,18.8756,Simbad
322.324,-31.0386111,191,4,21 29 17.76,-31 02 19.0,0.0,,19.9522,19.6443,Simbad
326.157,-20.086,192,1,21 44 37.68,-20 05 09.6,0.0,,19.783,19.1745,Simbad
326.169,-20.0593056,192,2,21 44 40.56,-20 03 33.5,0.034502,,17.0123,16.4734,Simbad
326.172,-20.0813056,192,3,21 44 41.28,-20 04 52.7,0.0,,16.7661,17.0661,Simbad
326.18,-20.0568889,192,4,21 44 43.20,-20 03 24.8,0.0,,20.1444,19.2651,Simbad
327.696,-61.7656111,193,1,21 50 47.04,-61 45 56.2,0.051666,,18.798,17.6546,Simbad
327.698,-61.7303056,193,2,21 50 47.52,-61 43 49.1,0.0,,19.5973,19.4493,Simbad
327.709,-61.7246944,193,3,21 50 50.16,-61 43 28.9,0.0,,20.1828,19.8982,Simbad
327.71,-61.7441111,193,4,21 50 50.40,-61 44 38.8,0.0,,19.7403,19.1235,Simbad
330.168,-42.8186111,194,1,22 00 40.32,-42 49 07.0,0.0,,19.9012,19.4095,Simbad
330.181,-42.8215,194,2,22 00 43.44,-42 49 17.4,0.067693,,20.2702,19.2984,Simbad
330.199,-42.8155,194,3,22 00 47.76,-42 48 55.8,0.0,,20.3589,20.2326,Simbad
330.211,-42.8286111,194,4,22 00 50.64,-42 49 43.0,0.0,,19.2713,18.8766,Simbad
330.607,-22.8866111,195,1,22 02 25.68,-22 53 11.8,0.07177,,19.5144,19.0055,Simbad
330.611,-22.8993889,195,2,22 02 26.64,-22 53 57.8,0.0,,19.9665,19.2097,Simbad
330.632,-22.8906111,195,3,22 02 31.68,-22 53 26.2,0.069838,,19.7275,19.4138,Simbad
330.645,-22.9006944,195,4,22 02 34.80,-22 54 02.5,0.0,,20.0246,19.5405,Simbad
332.122,-57.2773056,196,1,22 08 29.28,-57 16 38.3,0.0,,19.9267,19.5891,Simbad
332.129,-57.3011111,196,2,22 08 30.96,-57 18 04.0,0.0342,,18.42,18.0854,Simbad
332.132,-57.283,196,3,22 08 31.68,-57 16 58.8,0.0,,20.2102,19.8834,Simbad
