_RAJ2000,_DEJ2000,Group,RAJ2000,DEJ2000,zUV,nUV,ngal,nz,mz,r{theta},Rij,sigmalos,Simbad,NAME
57.5072083,-15.3018056,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=233,03 50 01.73,-15 18 06.5,,5,4,0,0,1.061,,,Simbad,233
66.4151667,-64.4605,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=234,04 25 39.64,-64 27 37.8,,5,4,0,0,1.159,,,Simbad,234
66.7409167,-49.1194167,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=235,04 26 57.82,-49 07 09.9,0.05828,5,5,1,1,0.953,,,Simbad,235
69.2939167,-46.6888333,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=236,04 37 10.54,-46 41 19.8,,5,4,0,0,1.276,,,Simbad,236
71.5085833,-62.4041389,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=237,04 46 02.06,-62 24 14.9,0.026321,5,3,1,1,1.569,,,Simbad,237
75.3168333,-18.1895833,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=238,05 01 16.04,-18 11 22.5,,5,4,0,0,1.146,,,Simbad,238
80.7070417,-31.9501944,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=239,05 22 49.69,-31 57 00.7,,5,5,0,0,0.9,,,Simbad,239
135.2590833,45.4613611,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=240,09 01 02.18,+45 27 40.9,0.051464,5,4,3,3,1.313,135.66,182.43,Simbad,240
142.0176667,26.5060556,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=241,09 28 04.24,+26 30 21.8,0.042539,5,3,2,2,0.937,,,Simbad,241
144.133125,59.4019722,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=242,09 36 31.95,+59 24 07.1,0.040707,5,5,4,4,1.067,51.48,116.71,Simbad,242
146.8809583,30.4039444,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=243,09 47 31.43,+30 24 14.2,0.019763,5,5,4,3,1.302,22.72,936.36,Simbad,243
149.917875,13.7074444,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=244,09 59 40.29,+13 42 26.8,0.051286,5,3,2,2,0.972,,,Simbad,244
176.2140417,19.7873056,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=245,11 44 51.37,+19 47 14.3,0.027549,5,4,4,3,1.123,55.21,129.8,Simbad,245
178.45425,21.22675,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=246,11 53 49.02,+21 13 36.3,0.023058,5,5,3,2,1.585,,,Simbad,246
182.1747083,41.0981667,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=247,12 08 41.93,+41 05 53.4,0.100144,5,4,3,2,1.243,,,Simbad,247
195.0275417,33.4267222,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=248,13 00 06.61,+33 25 36.2,0.023498,5,3,1,1,1.614,,,Simbad,248
199.8880417,14.0915278,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=249,13 19 33.13,+14 05 29.5,0.062973,5,4,1,1,1.048,,,Simbad,249
202.9732083,37.4572222,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=250,13 31 53.57,+37 27 26.0,0.055718,5,4,2,2,1.523,,,Simbad,250
203.0454583,-38.88675,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=251,13 32 10.91,-38 53 12.3,0.050331,5,3,3,3,1.139,95.91,456.66,Simbad,251
206.836,-30.3573889,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=252,13 47 20.64,-30 21 26.6,,5,3,0,0,1.276,,,Simbad,252
210.575875,7.6864444,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=253,14 02 18.21,+07 41 11.2,0.015217,5,4,2,1,0.984,,,Simbad,253
210.97425,54.1851944,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=254,14 03 53.82,+54 11 06.7,,5,4,0,0,1.547,,,Simbad,254
211.0419583,54.2571111,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=255,14 04 10.07,+54 15 25.6,,5,4,0,0,0.659,,,Simbad,255
211.851375,12.716,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=256,14 07 24.33,+12 42 57.6,0.139371,5,5,3,2,1.253,,,Simbad,256
233.2950833,12.8795556,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=257,15 33 10.82,+12 52 46.4,0.053224,5,5,3,2,1.029,,,Simbad,257
243.3022917,8.5478611,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=258,16 13 12.55,+08 32 52.3,0.063233,5,5,4,3,1.7,91.76,85.29,Simbad,258
249.4189167,54.9756667,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=259,16 37 40.54,+54 58 32.4,,5,5,0,0,1.073,,,Simbad,259
259.1441667,39.0879722,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=260,17 16 34.60,+39 05 16.7,,5,4,0,0,1.645,,,Simbad,260
267.4914583,68.4053611,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=261,17 49 57.95,+68 24 19.3,0.051225,5,4,3,3,1.19,53.04,219.04,Simbad,261
321.98475,-46.64275,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=262,21 27 56.34,-46 38 33.9,0.046689,5,5,1,1,0.979,,,Simbad,262
323.84725,-49.93475,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=263,21 35 23.34,-49 56 05.1,0.054924,5,3,2,2,0.87,,,Simbad,263
349.18325,-41.6555833,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=264,23 16 43.98,-41 39 20.1,,5,4,0,0,1.304,,,Simbad,264
359.0346667,-17.23925,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=265,23 56 08.32,-17 14 21.3,,5,5,0,0,0.99,,,Simbad,265
6.3019167,-60.6299444,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=266,00 25 12.46,-60 37 47.8,0.031292,6,6,1,1,1.141,,,Simbad,266
24.8080417,-74.4229167,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=267,01 39 13.93,-74 25 22.5,,6,3,0,0,1.023,,,Simbad,267
38.574625,-73.7201111,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=268,02 34 17.91,-73 43 12.4,,6,3,0,0,1.339,,,Simbad,268
50.254375,-33.90475,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=269,03 21 01.05,-33 54 17.1,0.070421,6,5,4,3,1.144,179.78,224.71,Simbad,269
61.54575,-36.9300833,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=270,04 06 10.98,-36 55 48.3,,6,4,0,0,0.995,,,Simbad,270
72.387375,-73.06925,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=271,04 49 32.97,-73 04 09.3,0.027543,6,3,2,2,1.263,,,Simbad,271
125.02,21.0713611,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=272,08 20 04.80,+21 04 16.9,0.017462,6,4,3,1,1.583,,,Simbad,272
168.6338333,-0.8523056,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=273,11 14 32.12,-00 51 08.3,0.06907,6,6,5,4,1.519,106.41,57.16,Simbad,273
185.3069167,49.4594444,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=274,12 21 13.66,+49 27 34.0,0.045355,6,5,4,2,1.354,,,Simbad,274
230.495875,3.5601111,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=275,15 21 59.01,+03 33 36.4,0.084655,6,5,4,4,0.701,72.12,268.79,Simbad,275
328.8692917,-20.8628889,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=276,21 55 28.63,-20 51 46.4,0.066913,6,5,1,1,1.335,,,Simbad,276
31.2625833,-74.8638889,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=277,02 05 03.02,-74 51 50.0,,7,3,0,0,1.597,,,Simbad,277
115.4828333,16.8259167,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=278,07 41 55.88,+16 49 33.3,,7,4,0,0,1.103,,,Simbad,278
196.821,13.6491111,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=279,13 07 17.04,+13 38 56.8,0.063226,7,6,5,1,1.704,,,Simbad,279
349.1871667,9.8156944,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=J/MNRAS/453/1965&Group=280,23 16 44.92,+09 48 56.5,,7,3,0,0,1.114,,,Simbad,280
