ObjID,GLXID,plate,MJD,fiberID,RA,DEC,z_gswl,chi2_sed,logM_stellar,e_logM_stellar,logSFR_sed,e_logSFR_sed,A_FUV,e_A_FUV,A_B,e_A_B,A_V,e_A_V,flag_sed,UV_survey,flag_uv,flag_midir,flag_mgs,group_id,ra,dec,z,group_L,stellar_mass,halo_mass1,halo_mass2,mean_separation_L,mean_separation_M,f_edge,ID1,ID2,Separation
1237660343925014694,-99,1204,52669,578,119.63806,24.477243,0.1108,0.71,11.124,0.043,-0.752,0.772,1.676,0.842,0.342,0.092,0.25,0.07,0,1,0,1,1,218621,119.63806582,24.47724205,0.1107941,10.3982,10.848,12.6079,12.7111,9.6871,10.4692,1.0,1,1,0.019373217662757975
1237663784207122578,6380274869330774220,400,51820,311,22.243722,0.068824,0.1474,0.02,11.182,0.031,-0.231,0.598,0.757,0.418,0.127,0.053,0.09,0.039,0,1,0,6,1,333872,22.24373922,0.06883205,0.1473632,10.3992,10.7747,12.6097,12.5927,9.7003,9.5778,1.0,1,1,0.06843130070440515
1237667538008604897,6382632158909959624,2364,53737,632,153.01825,21.738002,0.1505,0.12,11.044,0.051,0.184,0.486,2.462,0.869,0.541,0.112,0.392,0.111,0,1,0,7,1,421872,153.01825998,21.737992,0.1505418,10.3303,10.7637,12.4841,12.5745,8.8417,9.4508,1.0,-1,-1,0.04908931657986378
1237665369580699730,6374821239043656384,2092,53460,376,167.47409,32.101046,0.0723,0.1,10.787,0.029,-1.372,0.707,1.039,0.711,0.178,0.056,0.129,0.036,0,1,0,6,1,380683,167.47407954,32.10104075,0.0723024,10.055,10.5167,12.0473,12.2115,6.4679,7.2641,1.0,1,1,0.03707758330478943
1237665098463707331,6378445287352961528,1940,53383,580,142.92268,27.756748,0.0832,0.05,10.027,0.053,0.211,0.067,1.433,0.215,0.267,0.082,0.176,0.063,0,1,3,1,1,363531,142.92271673,27.75673559,0.083216,9.8226,9.8448,11.7585,0.0,5.2904,0.0,0.965,-1,0,0.12525160173315117
1237665178985758887,6379254506434068792,2134,53876,103,217.99423,27.521566,0.1599,0.39,10.995,0.062,0.531,0.144,2.261,0.602,0.761,0.147,0.591,0.145,0,1,2,2,1,371758,217.99426081,27.52156153,0.1599207,10.3514,10.6647,12.5221,12.4248,9.0921,8.4672,1.0,-1,-1,0.09967201145156421
1237662337874002481,-99,1425,52913,101,256.50922,20.299387,0.1225,1.12,11.617,0.016,-1.298,0.595,0.928,0.477,0.173,0.036,0.123,0.027,0,1,0,1,1,307661,256.50919109,20.29940487,0.1224518,10.9298,11.3826,13.5148,13.5258,20.3517,20.5598,1.0,1,1,0.1169047910572322
1237665549429899589,6378515604557532230,2144,53770,68,223.07167,22.29593,0.1114,0.13,10.418,0.078,0.83,0.077,2.998,0.483,0.591,0.13,0.383,0.108,0,1,2,2,1,393453,223.07167742,22.29592953,0.1113821,10.0851,10.2117,12.0904,11.8667,6.6675,5.7024,1.0,-1,-1,0.024772771951153124
1237651737370230966,-99,519,52283,453,186.09172,3.295038,0.1433,0.37,10.997,0.026,-1.552,0.651,1.123,0.687,0.178,0.097,0.121,0.064,0,1,0,0,1,87175,186.09174168,3.29502962,0.1433134,10.2944,10.7817,12.4228,12.604,8.4553,9.6583,1.0,1,1,0.08355521708544512
1237658424082235690,6409257924974084309,991,52707,509,140.61732,5.642779,0.0941,0.08,10.206,0.056,0.328,0.085,1.845,0.305,0.639,0.137,0.485,0.12,0,1,3,2,1,196250,140.61730955,5.64277916,0.0941276,9.8627,9.9328,11.8018,0.0,5.4508,0.0,1.0,-1,0,0.037442134286253
1237667113337421911,-99,2345,53757,577,151.40562,28.608665,0.1344,0.05,10.797,0.048,-1.359,0.816,2.503,0.902,0.385,0.112,0.255,0.073,0,1,0,1,1,400575,151.40562837,28.60865546,0.1344159,10.1555,10.5996,12.2008,12.3287,7.2082,7.8994,1.0,-1,-1,0.043350689244968404
1237649918970298517,-99,429,51820,320,25.746531,13.393713,0.1236,1.32,10.977,0.03,-1.05,0.715,1.19,0.703,0.224,0.062,0.163,0.043,0,1,0,6,1,61983,25.74653463,13.39368175,0.1236022,10.2506,10.6848,12.3502,12.4555,8.0213,8.6572,1.0,1,-1,0.11321598557810705
1237665329306796156,6387874646459419923,1981,53463,219,161.96987,29.580089,0.1112,0.39,10.587,0.034,0.271,0.088,1.016,0.252,0.369,0.121,0.29,0.104,0,1,3,1,1,375330,161.96991974,29.58007892,0.1112407,10.1171,10.1906,12.1388,11.8491,6.8988,5.6327,1.0,-1,-1,0.15989808698331
1237650761854746823,-99,332,52367,500,182.38915,-2.399738,0.1589,0.48,11.164,0.042,-0.905,0.847,2.72,1.058,0.427,0.162,0.282,0.106,0,1,0,0,1,66785,182.38913728,-2.39973209,0.1589352,10.6721,11.1345,13.1113,13.1767,14.3333,15.1268,1.0,-1,-1,0.05045690414353474
1237665330934775931,6379289678994997615,2116,53854,363,208.26137,30.778149,0.14,0.55,10.988,0.029,0.613,0.111,3.081,0.493,0.413,0.067,0.256,0.046,0,1,2,7,1,377398,208.26135799,30.7781454,0.139984,10.5721,10.8479,12.9301,12.7109,12.3948,10.4669,1.0,1,1,0.03934233021280723
1237662198816833893,6383511819753883761,1711,53535,237,219.37395,9.975551,0.0538,0.31,10.539,0.042,-1.587,0.577,1.478,0.957,0.249,0.089,0.175,0.053,0,1,2,1,1,282713,219.37394508,9.97553217,0.0537645,9.9227,10.3231,11.8727,11.9763,5.7265,6.1553,1.0,1,1,0.06999652830988629
1237656241167466729,6376123117721357929,745,52258,288,349.20024,13.741074,0.1073,0.21,10.638,0.044,0.439,0.093,1.609,0.288,0.724,0.146,0.588,0.132,0,1,3,2,1,156368,349.20027602,13.74110123,0.1072846,10.0687,10.315,12.0665,11.967,6.5566,6.1153,1.0,-1,-1,0.15961070478827843
1237661383841808593,6378480443807764312,1590,52974,435,134.92996,31.058821,0.0644,0.6,10.564,0.055,0.167,0.182,2.792,0.563,1.043,0.125,0.814,0.108,0,1,3,2,1,245848,134.92995427,31.05881738,0.0643974,9.9433,10.3131,11.8988,11.9649,5.8301,6.1061,1.0,1,1,0.021956496966795913
1237660025032605872,6376263886348223117,378,52146,97,341.66563,-0.743043,0.1456,0.49,11.061,0.039,0.187,0.167,1.413,0.463,0.472,0.125,0.378,0.112,0,1,3,6,1,217706,341.66565013,-0.7430287,0.1455922,10.3998,10.7207,12.6109,12.5085,9.709,9.0008,0.995,1,1,0.08888710958142383
1237668348675686627,6383511780025434286,2750,54242,298,221.59098,13.476857,0.0678,0.71,10.919,0.018,-0.229,0.083,0.806,0.222,0.233,0.05,0.184,0.045,0,1,3,6,1,456908,221.59100025,13.47683952,0.0677817,10.1232,10.4411,12.1489,12.113,6.9476,6.7745,1.0,1,1,0.09479292857377664
1237662199354294535,6383511818680144075,1711,53535,556,220.75481,10.287749,0.0355,0.64,10.46,0.029,0.057,0.097,2.325,0.235,0.55,0.108,0.385,0.09,0,1,3,2,1,283102,220.75482932,10.28775119,0.0355023,9.7617,10.0182,11.7018,11.7491,5.0873,5.2557,1.0,1,1,0.06888647523946557
1237662335189647829,6375489826941045996,1567,53172,501,255.02518,18.939863,0.1321,0.32,10.882,0.07,0.293,0.28,3.082,1.033,0.797,0.18,0.586,0.163,0,1,2,6,1,305920,255.02521077,18.9398728,0.1321307,10.1411,10.5434,12.1777,12.2502,7.0923,7.4662,1.0,-1,-1,0.11055510807435096
1237671122688540877,-99,1739,53050,570,139.0124,11.111833,0.1042,1.06,10.569,0.032,-1.584,0.836,2.105,0.817,0.33,0.116,0.219,0.077,0,1,0,0,1,469294,139.01230058,11.11183446,0.1042241,9.9038,10.2953,11.85,11.9462,5.6359,6.0263,1.0,-1,-1,0.3512415087087073
1237650760243216661,6382597000307673352,331,52368,128,180.37764,-3.690219,0.0859,1.04,10.794,0.032,-0.067,0.337,1.535,0.572,0.373,0.082,0.278,0.072,0,1,0,1,1,65820,180.37764501,-3.69024407,0.0859367,9.9601,10.4177,11.92,12.0844,5.9179,6.6395,1.0,-1,-1,0.09202919787326759
1237649919505137917,6380204494146241160,424,51893,145,20.992456,14.101196,0.1462,0.36,11.152,0.043,0.623,0.114,1.842,0.302,0.824,0.157,0.679,0.146,0,1,3,2,1,62205,20.99244267,14.10117973,0.1462144,10.4065,10.738,12.6233,12.5345,9.7996,9.1753,1.0,1,1,0.07481199572641406
1237665531723579702,-99,2196,53534,78,241.0625,16.10224,0.1086,2.45,10.517,0.017,-1.756,0.793,1.247,0.489,0.197,0.058,0.132,0.039,0,1,0,0,1,389207,241.0625283,16.1022269,0.1086098,9.947,10.3207,11.9032,11.9737,5.8482,6.144,1.0,-1,-1,0.10865156566610629
1237661463846846905,6375489786138858656,1424,52912,292,251.46112,22.822133,0.1278,0.52,10.548,0.054,0.601,0.107,2.602,0.592,0.533,0.124,0.361,0.114,0,1,2,2,1,253824,251.46114742,22.82215002,0.1277616,10.0307,10.2357,12.0132,11.8882,6.3158,5.788,1.0,-1,-1,0.10969218979373327
1237652900747739233,-99,650,52143,391,359.07556,-9.883287,0.1511,0.3,11.235,0.026,-0.781,0.89,2.099,0.84,0.36,0.114,0.246,0.079,0,1,0,0,1,99528,359.07555782,-9.88329321,0.1510981,10.6372,11.1093,13.05,13.1386,13.6302,14.6551,1.0,-1,-1,0.023655175149085862
1237665440975945830,6374856496432284275,2234,53823,267,187.03435,29.217145,0.1694,1.16,11.061,0.033,0.335,0.111,1.426,0.583,0.262,0.092,0.183,0.074,0,1,2,1,1,384856,187.03435865,29.21714325,0.1694111,10.3512,10.6702,12.5217,12.4325,9.0894,8.5144,1.0,-1,-1,0.027898872495735447
1237667211040719003,6377917508886725164,2270,53714,367,123.15266,14.936371,0.0969,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,2,1,402831,123.15266623,14.93636451,0.0968961,10.1922,10.57,12.2614,12.2881,7.5271,7.6721,1.0,-1,-1,0.03186651586395515
1237662224620585134,6379254495696652750,1650,53174,358,229.26639,30.543874,0.126,0.71,11.226,0.02,-1.554,0.612,1.163,0.574,0.201,0.046,0.14,0.032,0,1,0,1,1,286455,229.26639445,30.5438666,0.1259781,10.532,11.0645,12.8565,13.0684,11.6997,13.8397,1.0,1,1,0.030000812104939458
1237664852039303351,6387909814725380359,1846,54173,299,229.18216,27.770115,0.0821,0.64,10.115,0.046,0.113,0.074,1.54,0.218,0.283,0.081,0.187,0.065,0,1,3,2,1,371393,229.1821475,27.77013899,0.0821398,9.7985,9.932,11.7344,0.0,5.2034,0.0,1.0,-1,0,0.09510068573535754
1237665128560722034,-99,2157,54242,467,228.93375,26.800246,0.107,1.78,10.735,0.027,-1.672,0.775,1.538,0.763,0.244,0.107,0.163,0.071,0,1,0,0,1,369777,228.93381018,26.8002411,0.1070396,10.0575,10.4628,12.0507,12.1407,6.4833,6.9083,1.0,-1,-1,0.19417941956003631
1237654670276559037,6459219733340226645,274,51913,358,159.42306,0.091798,0.0826,0.63,10.471,0.032,-0.43,0.234,1.265,0.569,0.236,0.075,0.169,0.06,0,1,2,6,1,126226,159.42307686,0.09180007,0.0826463,9.8395,10.1713,11.7763,11.8333,5.3562,5.5717,1.0,-1,-1,0.06115167429665488
1237657877542404399,-99,930,52618,63,123.48138,28.828117,0.0968,0.62,10.576,0.034,-1.18,0.829,1.771,0.711,0.293,0.122,0.201,0.086,0,1,0,0,1,219312,123.48138709,28.82814279,0.0968102,9.8176,10.2635,11.7538,11.9149,5.2731,5.8966,1.0,-1,-1,0.09549876570296209
1237668589190447304,6378761922005700029,2603,54479,285,195.23512,16.468616,0.1335,0.17,10.935,0.068,0.587,0.142,2.436,0.514,1.046,0.161,0.848,0.158,0,1,2,2,1,462697,195.23513596,16.46861173,0.1335481,10.1521,10.4981,12.1957,12.1862,7.1824,7.1345,1.0,-1,-1,0.05720301293018118
1237668289085243595,6382632229776920167,2593,54175,182,159.01081,18.063377,0.1024,0.38,10.843,0.048,0.575,0.138,3.035,0.689,0.709,0.151,0.497,0.139,0,1,2,7,1,447969,159.01076527,18.06335494,0.1024021,10.1934,10.4929,12.2635,12.1797,7.5382,7.1019,0.975,-1,-1,0.17246431485735741
1237651736840372441,6378797152546586717,527,52342,494,202.08221,2.606736,0.1099,1.19,11.134,0.026,-0.651,0.62,0.727,0.447,0.104,0.054,0.072,0.035,0,1,0,6,1,86659,202.08218244,2.6067186,0.109898,10.3332,10.7788,12.4892,12.5994,8.8745,9.6246,1.0,1,1,0.11724855124449914
1237664289938931901,-99,1778,53883,103,209.64923,13.201215,0.1016,5.62,11.043,0.039,-1.644,0.794,1.866,0.671,0.436,0.11,0.315,0.079,0,1,0,1,1,343565,209.64922242,13.20120838,0.1016174,10.2998,10.7752,12.4319,12.5935,8.5106,9.5834,1.0,1,1,0.03568982812744425
1237651753463316591,6381928529452339760,504,52316,171,156.80717,1.795664,0.1484,0.46,11.0,0.043,0.808,0.124,2.606,0.363,0.777,0.138,0.573,0.135,0,1,3,2,1,89703,156.80720026,1.79566897,0.1483643,10.3751,10.7192,12.5657,12.5062,9.3889,8.9853,1.0,1,1,0.11034275498070513
1237668588654493866,-99,2603,54479,1,197.39857,15.974433,0.1495,0.28,11.19,0.035,-0.773,0.884,2.159,0.931,0.347,0.135,0.232,0.09,0,1,0,0,1,462530,197.39860667,15.97442285,0.1494796,10.6322,11.1552,13.0408,13.2081,13.532,15.528,1.0,1,1,0.1320697271699637
1237667538546524275,6382632181460636954,2365,53739,601,155.38645,22.546371,0.0242,8.62,10.166,0.03,-0.024,0.03,1.058,0.085,0.585,0.055,0.492,0.049,0,1,3,2,1,422255,155.38646976,22.54636339,0.0242147,9.7476,9.6836,11.6937,0.0,5.0594,0.0,1.0,1,0,0.07118219614870692
1237660670352359551,6382667393747913975,1307,52999,399,149.46338,10.302858,0.1528,0.36,11.079,0.046,0.006,0.447,1.769,0.783,0.312,0.12,0.219,0.092,0,1,0,6,1,226259,149.46339294,10.30284676,0.1527945,10.3248,10.738,12.4745,12.5344,8.7797,9.1745,1.0,-1,-1,0.061139093280922915
1237667916489031840,-99,2498,54169,617,172.63841,20.412334,0.146,2.79,11.216,0.026,-1.191,0.756,1.666,0.547,0.253,0.082,0.168,0.055,0,1,0,0,1,443011,172.63836322,20.41232323,0.145951,10.6606,11.0996,13.0904,13.1236,14.0904,14.4783,1.0,1,1,0.16252560209390368
1237650369948090521,6382597061513053384,334,51993,170,186.92413,-3.05788,0.1108,0.65,11.274,0.034,0.606,0.102,1.522,0.259,0.67,0.146,0.554,0.133,0,1,3,7,1,64506,186.9241341,-3.05788675,0.1108041,10.499,10.7361,12.7955,12.5317,11.1625,9.1561,0.99,1,1,0.028420549804443918
1237648722294276316,-99,272,51941,545,156.65191,0.735619,0.1057,0.52,11.188,0.03,-1.43,0.634,0.768,0.651,0.151,0.06,0.111,0.036,0,1,0,6,1,59960,156.65188188,0.73559444,0.1057054,10.4444,10.8635,12.6938,12.7376,10.3325,10.6804,0.995,1,1,0.1344009589528248
1237655503500214918,-99,978,52441,598,259.42654,30.464132,0.1603,1.67,11.129,0.02,-1.503,0.651,1.065,0.581,0.198,0.046,0.142,0.037,0,1,0,6,1,151749,259.42654161,30.4641407,0.1602991,10.4389,10.9125,12.6831,12.8205,10.2496,11.3802,1.0,-1,-1,0.03171593998034564
1237661949170942038,6381893328972022424,1601,53115,93,161.92112,10.911442,0.1315,1.11,11.131,0.019,-0.266,0.14,0.952,0.328,0.228,0.046,0.175,0.041,0,1,3,6,1,267342,161.92111202,10.91143944,0.1315141,10.3498,10.7841,12.5191,12.6076,9.0717,9.6849,1.0,1,1,0.029675935654700267
1237652899160326242,-99,461,51910,205,52.72869,-7.888001,0.1323,0.16,11.172,0.064,-0.106,0.753,2.924,1.273,0.65,0.11,0.474,0.109,0,1,0,7,1,98600,52.72869101,-7.88800532,0.1322968,10.4043,10.8128,12.6194,12.6537,9.7707,10.0235,1.0,1,1,0.01596358997001996
1237670965392244904,6382632204009213904,2591,54140,311,155.64958,17.642539,0.0807,0.19,10.059,0.064,0.372,0.056,1.294,0.178,0.267,0.083,0.178,0.065,0,1,3,2,1,468715,155.64956528,17.6425293,0.0806847,9.8611,9.7827,11.8001,0.0,5.4442,0.0,1.0,-1,0,0.06139717468814847
1237665180059762795,6379254505362425690,2134,53876,640,218.89091,28.138702,0.0817,0.27,10.124,0.05,0.241,0.069,1.087,0.164,0.3,0.08,0.216,0.068,0,1,3,2,1,372298,218.89091768,28.13870022,0.0816848,9.8658,9.8376,11.8052,0.0,5.464,0.0,1.0,-1,0,0.025208305337385616
1237667549268803743,6382632216894113909,2367,53763,56,158.68093,21.711192,0.1319,0.17,10.42,0.079,0.981,0.105,3.28,0.552,0.869,0.216,0.603,0.184,0,1,2,2,1,423257,158.68095106,21.71118004,0.1318845,10.0832,10.2099,12.0872,11.8651,6.6526,5.696,1.0,-1,-1,0.08255471148944224
1237663480333992126,-99,376,52143,340,336.63754,0.857543,0.0975,0.87,11.044,0.035,-0.818,0.763,1.308,0.684,0.243,0.07,0.175,0.051,0,1,0,1,1,327029,336.63757262,0.8576034,0.0974612,10.3522,10.7613,12.5235,12.5707,9.1012,9.424,1.0,1,1,0.2471180670949802
1237667288887132238,-99,2354,53799,625,159.16337,29.936008,0.0962,2.97,10.983,0.021,-1.079,0.873,1.359,0.525,0.256,0.076,0.18,0.056,0,1,0,0,1,409484,159.16330312,29.93600422,0.0961776,10.3082,10.6785,12.4465,12.4452,8.6007,8.5927,1.0,1,-1,0.20908882219218528
1237655499207540769,-99,918,52404,592,217.83385,-1.750922,0.0553,0.37,10.61,0.024,-1.602,0.815,0.887,0.428,0.135,0.046,0.092,0.031,0,1,0,6,1,150149,217.8338566,-1.75091869,0.055253,9.9671,10.3663,11.9286,12.0242,5.9536,6.365,1.0,1,1,0.02657069083699129
1237664669496181019,6377776747776052612,1926,53317,335,124.75427,23.400406,0.093,0.76,10.617,0.065,0.464,0.134,2.509,0.485,1.014,0.192,0.801,0.179,0,1,3,2,1,350313,124.75426135,23.40039764,0.0930144,10.0267,10.3254,12.008,11.9787,6.2925,6.1655,1.0,-1,-1,0.041503211794167855
1237654604258476253,-99,838,52378,213,175.01935,3.918625,0.0627,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,1,0,0,1,120058,175.01935209,3.91861801,0.0627425,9.9723,10.4239,11.9354,12.0921,5.9815,6.6752,1.0,1,1,0.026259723619113683
1237667549270114538,6387874696925285091,2481,54086,288,161.93525,22.171679,0.0454,0.39,10.711,0.016,-0.353,0.099,1.524,0.296,0.328,0.039,0.237,0.035,0,1,3,7,1,423282,161.93528058,22.17166845,0.045404,10.2162,10.5451,12.2979,12.2521,7.7254,7.4765,1.0,1,1,0.10879261408997905
1237667253460009244,6377706420907808226,2288,53699,349,137.92474,20.822118,0.1021,1.26,11.178,0.044,-1.179,0.622,1.539,0.797,0.348,0.082,0.257,0.055,0,1,2,6,1,406049,137.92477527,20.82211111,0.1021265,10.4667,10.9161,12.7356,12.8262,10.6646,11.4306,0.96,1,1,0.12124359153550887
1237668349209084044,6378585977596677730,2745,54231,66,213.53763,15.267615,0.1231,0.31,10.664,0.051,0.799,0.086,2.009,0.277,0.649,0.144,0.482,0.129,0,1,3,2,1,457179,213.53762464,15.26760523,0.1230797,10.1846,10.3525,12.249,12.0089,7.46,6.2969,1.0,-1,-1,0.03979430732688573
1237650795677286675,6377987828236684040,468,51912,243,132.74334,-0.228855,0.0869,0.94,11.05,0.014,-0.703,0.304,0.594,0.338,0.103,0.029,0.076,0.022,0,1,2,6,1,67716,132.74333576,-0.22885241,0.08695,10.3774,10.7949,12.57,12.6249,9.4192,9.8112,0.97,1,1,0.017886390184312664
1237648720715907223,6382772970488594733,312,51689,39,230.29261,-0.438534,0.0688,2.31,10.105,0.042,0.01,0.097,0.851,0.296,0.357,0.141,0.286,0.12,0,1,3,1,1,57669,230.29259325,-0.43851252,0.0687953,9.7697,9.6713,11.7081,0.0,5.1097,0.0,1.0,1,0,0.09805863852295932
1237662236397863104,6378797067723082406,1796,53884,255,196.95139,8.893056,0.0966,0.99,10.767,0.041,-0.788,0.498,1.759,0.797,0.42,0.104,0.318,0.092,0,1,3,1,1,289823,196.95141191,8.89304533,0.0965798,9.9937,10.4111,11.9639,12.0761,6.1019,6.6009,1.0,-1,-1,0.0868805158790085
1237667111719993499,6377706388695548419,2284,53708,188,135.83173,21.720069,0.0545,1.97,10.134,0.041,0.18,0.074,2.072,0.247,0.713,0.105,0.538,0.087,0,1,3,2,1,399905,135.83171029,21.72004776,0.0544872,9.8191,9.9181,11.7551,0.0,5.278,0.0,1.0,1,0,0.10095529260920039
1237670964854587579,-99,2587,54138,21,153.94946,17.024214,0.078,0.26,10.915,0.041,-1.404,0.733,1.327,0.907,0.223,0.079,0.158,0.047,0,1,0,6,1,468270,153.94946909,17.02421041,0.0780339,10.2532,10.671,12.3541,12.4337,8.0441,8.5221,1.0,1,1,0.03385407389091054
1237651755085594738,6378937814873017776,518,52282,323,183.55856,3.470254,0.0746,0.08,11.033,0.056,0.686,0.159,2.797,0.734,0.821,0.194,0.616,0.201,0,1,2,2,1,92725,183.55854609,3.4702405,0.0746314,10.3222,10.6311,12.4702,12.3756,8.7521,8.1713,1.0,1,1,0.06971641235056547
1237660635983708373,6378480470651309959,1208,52672,222,127.2152,30.63772,0.0992,0.24,10.347,0.079,0.908,0.075,2.16,0.254,0.567,0.125,0.393,0.1,0,1,3,2,1,224207,127.21521077,30.6377077,0.099228,10.1418,10.1418,12.1789,11.8115,7.0979,5.488,1.0,-1,-1,0.05543994418141158
1237667735060086947,-99,2775,54535,113,219.79213,18.636929,0.104,1.65,10.599,0.047,-0.051,0.202,2.129,0.843,0.426,0.099,0.305,0.095,0,1,0,7,1,428473,219.79212354,18.63692027,0.103992,9.9747,10.2944,11.9386,11.9454,5.9948,6.023,1.0,-1,-1,0.03838394547100597
1237654604793250034,6381963722414359431,836,52376,231,170.19822,4.354393,0.0755,0.3,10.09,0.051,0.253,0.079,1.661,0.293,0.43,0.119,0.307,0.103,0,1,3,2,1,120645,170.19822145,4.35438693,0.0755132,9.7839,9.859,11.7205,0.0,5.1541,0.0,1.0,1,0,0.02246333072118238
1237668589725614130,-99,2601,54144,293,191.046,17.032237,0.1209,1.75,10.71,0.036,-1.174,0.808,1.106,0.619,0.2,0.07,0.143,0.051,0,1,0,6,1,462840,191.0461559,17.03221584,0.1208956,10.0779,10.477,12.079,12.1592,6.6145,6.999,1.0,-1,-1,0.5420038840607754
1237667781210603680,6382632168575731024,2372,53768,18,152.34448,18.137813,0.0975,2.13,10.895,0.027,0.234,0.1,1.129,0.346,0.347,0.117,0.268,0.099,0,1,3,2,1,431413,152.34445779,18.13779653,0.0975062,10.2105,10.5316,12.2894,12.2325,7.6796,7.3735,1.0,1,-1,0.09637926115825786
1237671125379580055,-99,2588,54174,556,154.0233,16.133239,0.1258,1.12,10.703,0.032,-1.332,0.779,1.93,0.76,0.301,0.075,0.202,0.053,0,1,0,1,1,471371,154.02331231,16.13323668,0.1257962,10.0865,10.4946,12.0923,12.1815,6.6764,7.1111,1.0,-1,-1,0.04338231062728177
1237650762928554030,6382597008897609566,332,52367,450,182.53363,-1.569593,0.0822,0.18,10.647,0.026,-0.26,0.132,1.345,0.558,0.259,0.064,0.187,0.056,0,1,2,6,1,67399,182.53364627,-1.56959524,0.0822035,10.0007,10.3672,11.973,12.0251,6.1408,6.369,1.0,-1,-1,0.05910273533111662
1237655494905430203,6378832285379072264,911,52426,399,202.5185,-2.225018,0.0829,0.59,10.785,0.024,-1.369,0.813,1.687,0.597,0.265,0.08,0.178,0.055,0,1,0,0,1,148170,202.51847035,-2.22502293,0.0828986,10.1153,10.5374,12.1363,12.2413,6.887,7.4195,1.0,-1,-1,0.10812606347602699
1237654879663751292,6383546999831005791,584,52049,151,215.96338,3.74431,0.0878,0.65,10.664,0.032,0.233,0.109,1.429,0.258,0.63,0.15,0.515,0.136,0,1,3,2,1,127496,215.96338672,3.74431417,0.0878097,10.0366,10.2891,12.0215,11.9404,6.3527,6.0022,1.0,-1,-1,0.028427400891046346
1237668297135030566,-99,2617,54502,236,196.2996,18.970751,0.0831,1.75,10.268,0.025,-1.199,0.659,1.386,0.661,0.218,0.057,0.151,0.043,0,1,0,6,1,450644,196.29957802,18.9707462,0.0831207,9.7349,10.0828,11.689,11.7779,5.043,5.3623,1.0,-1,-1,0.07679939891026118
1237666229137899685,6380028536850220515,717,52468,572,331.66995,-7.814976,0.0847,1.86,10.763,0.055,-0.175,0.47,2.114,0.915,0.563,0.133,0.43,0.125,0,1,0,2,1,160863,331.66995508,-7.81496674,0.0847196,9.9442,10.4269,11.8998,12.0957,5.8344,6.6919,1.0,-1,-1,0.03794148344804192
1237667536928637058,6377741532265449663,2437,53848,559,138.6278,17.049806,0.0772,1.26,10.058,0.046,0.241,0.049,1.574,0.194,0.235,0.046,0.145,0.034,0,1,3,1,1,420786,138.62782363,17.04980121,0.0772327,9.7658,9.7625,11.7048,0.0,5.0982,0.0,1.0,1,0,0.08313728290716028
1237662262164979827,6378691514606814319,1802,53885,8,204.92894,8.327263,0.106,0.27,10.366,0.044,0.446,0.057,1.586,0.257,0.276,0.07,0.18,0.054,0,1,3,2,1,293745,204.92895679,8.32726277,0.1059736,10.1143,10.1578,12.1348,11.8229,6.8798,5.5319,1.0,-1,-1,0.05981246959926825
1237660613972721765,6381893383732857038,1221,52751,54,167.76163,9.521437,0.0921,0.25,10.26,0.071,0.474,0.103,4.057,0.734,0.871,0.147,0.584,0.127,0,1,2,2,1,221967,167.76166142,9.52144011,0.0921305,9.8479,10.088,11.7854,11.7807,5.3901,5.3725,1.0,-1,-1,0.11211417467926238
1237661972796604739,6378937799842729219,1625,53140,607,186.01552,8.410714,0.0771,0.21,10.576,0.026,0.017,0.095,1.224,0.31,0.224,0.085,0.154,0.07,0,1,3,1,1,277554,186.01552827,8.41069679,0.0771033,9.8899,10.1213,11.8331,11.7992,5.571,5.4411,1.0,1,1,0.06859996082647009
1237662636901007525,6378586005511868422,1706,53442,152,214.0099,13.036496,0.1087,0.63,10.711,0.047,-0.603,0.716,1.801,0.823,0.339,0.123,0.241,0.098,0,1,0,6,1,315807,214.0098992,13.03648693,0.1087206,10.0932,10.4875,12.1023,12.1725,6.7232,7.0662,1.0,-1,-1,0.03277232770454284
1237671956443431076,-99,852,52375,596,202.83824,5.015879,0.1685,0.86,11.142,0.034,-1.067,0.657,1.621,0.822,0.25,0.128,0.167,0.084,0,1,0,0,1,128589,202.83822407,5.01588703,0.1684899,10.4625,10.9781,12.7276,12.9286,10.6008,12.3806,1.0,-1,-1,0.06402597080364955
1237665442056503424,6379324914908795211,2017,53474,392,204.93385,28.646446,0.0543,0.18,10.473,0.018,-0.244,0.076,0.815,0.25,0.181,0.047,0.134,0.042,0,1,3,7,1,386301,204.93386742,28.64643979,0.0542973,9.8668,10.109,11.8064,11.7922,5.4686,5.4153,1.0,1,1,0.059403037491068955
1237667781746884678,6377671258008456557,2371,53762,109,150.74317,18.222113,0.1578,0.62,10.964,0.083,1.052,0.122,3.28,0.712,1.131,0.145,0.857,0.151,0,1,2,7,1,432521,150.74317453,18.22210521,0.1577625,10.3859,10.6452,12.5855,12.3964,9.5272,8.2938,1.0,-1,-1,0.032037658147191395
1237671125379121348,6382632187903085459,2588,54174,394,153.01555,16.035468,0.148,0.07,10.64,0.053,0.735,0.087,1.985,0.499,0.414,0.106,0.283,0.094,0,1,2,2,1,471359,153.01555098,16.03546887,0.1480349,10.1747,10.281,12.2316,11.9321,7.3692,5.9677,1.0,-1,-1,0.0046158926509078544
